hscode,mo_ta,chinhsach_mathang
870443,- - Khối lượng toàn bộ theo thiết kế (SEN) trên 20 tấn:,
#2135,- - - Khối lượng toàn bộ theo thiết kế (SEN) không quá 24 tấn:,
#2136,- - - - Dạng CKD (SEN):,
87044311,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044319,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2137,- - - - Loại khác:,
87044321,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044322,- - - - - Ô tô thu gom phế thải có bộ phận nén phế thải,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044323,- - - - - Ô tô xi téc; ô tô chở xi măng kiểu bồn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044324,- - - - - Ô tô bọc thép để chở hàng hóa có giá trị,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044325,- - - - - Ô tô chở bùn có thùng rời nâng hạ được(SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044329,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2138,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 24 tấn nhưng không quá 45 tấn:,
#2139,- - - - Dạng CKD (SEN):,
87044351,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044359,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2140,- - - - Loại khác:,
87044361,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044362,- - - - - Ô tô thu gom phế thải có bộ phận nén phế thải,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044363,- - - - - Ô tô xi téc; ô tô chở xi măng kiểu bồn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044364,- - - - - Ô tô bọc thép để chở hàng hóa có giá trị,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044365,- - - - - Ô tô chở bùn có thùng rời nâng hạ được(SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044369,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2141,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 45 tấn:,
#2142,- - - - Dạng CKD (SEN):,
87044371,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044379,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2143,- - - - Loại khác:,
87044381,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044386,- - - - - Ô tô tự đổ,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87044389,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2144,"- Loại khác, kết hợp động cơ đốt trong kiểu piston đốt cháy bằng tia lửa điện và động cơ điện để tạo động lực:",
870451,- - Khối lượng toàn bộ theo thiết kế (SEN) không quá 5 tấn:,
#2145,- - - Dạng CKD (SEN):,
87045111,- - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045119,- - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2146,- - - Loại khác:,
87045121,- - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045122,- - - - Ô tô thu gom phế thải có bộ phận nén phế thải,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045123,- - - - Ô tô xi téc; ô tô chở xi măng kiểu bồn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045124,- - - - Ô tô bọc thép để chở hàng hóa có giá trị,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045125,- - - - Ô tô chở bùn có thùng rời nâng hạ được(SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045126,- - - - Ô tô pick-up (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045127,- - - - Xe ba bánh (SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045129,- - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
870452,- - Khối lượng toàn bộ theo thiết kế (SEN) trên 5 tấn:,
#2147,- - - Khối lượng toàn bộ theo thiết kế (SEN) không quá 6 tấn:,
#2148,- - - - Dạng CKD (SEN):,
87045211,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045219,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2149,- - - - Loại khác:,
87045221,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045222,- - - - - Ô tô thu gom phế thải có bộ phận nén phế thải,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045223,- - - - - Ô tô xi téc; ô tô chở xi măng kiểu bồn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045224,- - - - - Ô tô bọc thép để chở hàng hóa có giá trị,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045225,- - - - - Ô tô chở bùn có thùng rời nâng hạ được(SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045229,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2150,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 6 tấn nhưng không quá 20 tấn:,
#2151,- - - - Dạng CKD (SEN):,
87045231,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045239,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2152,- - - - Loại khác:,
87045241,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045242,- - - - - Ô tô thu gom phế thải có bộ phận nén phế thải,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045243,- - - - - Ô tô xi téc; ô tô chở xi măng kiểu bồn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045244,- - - - - Ô tô bọc thép để chở hàng hóa có giá trị,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045245,- - - - - Ô tô chở bùn có thùng rời nâng hạ được(SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045248,"- - - - - Loại khác, khối lượng toàn bộ theo thiết kế (SEN) trên 6 tấn nhưng không quá 10 tấn",HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045249,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2153,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 20 tấn nhưng không quá 24 tấn:,
#2154,- - - - Dạng CKD (SEN):,
87045251,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045259,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2155,- - - - Loại khác:,
87045261,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045262,- - - - - Ô tô thu gom phế thải có bộ phận nén phế thải,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045263,- - - - - Ô tô xi téc; ô tô chở xi măng kiểu bồn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045264,- - - - - Ô tô bọc thép để chở hàng hóa có giá trị,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045265,- - - - - Ô tô chở bùn có thùng rời nâng hạ được(SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045269,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2156,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 24 tấn nhưng không quá 45 tấn:,
#2157,- - - - Dạng CKD (SEN):,
87045272,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045279,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2158,- - - - Loại khác:,
87045281,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045282,- - - - - Ô tô thu gom phế thải có bộ phận nén phế thải,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045283,- - - - - Ô tô xi téc; ô tô chở xi măng kiểu bồn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045284,- - - - - Ô tô bọc thép để chở hàng hóa có giá trị,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045285,- - - - - Ô tô chở bùn có thùng rời nâng hạ được(SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045286,- - - - - Ô tô tự đổ,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045289,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2159,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 45 tấn:,
#2160,- - - - Dạng CKD (SEN):,
87045291,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045292,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2161,- - - - Loại khác:,
87045293,- - - - - Ô tô tải đông lạnh (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045294,- - - - - Ô tô tự đổ,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87045299,- - - - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
870460,"- Loại khác, chỉ sử dụng động cơ điện để tạo động lực:",
#2162,- - Dạng CKD (SEN):,
87046011,- - - Ô tô pick-up (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87046012,- - - Xe ba bánh (SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87046019,- - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2163,"- - Loại khác, khối lượng toàn bộ theo thiết kế (SEN) không quá 5 tấn:",
87046021,- - - Ô tô pick-up (1),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87046022,- - - Xe ba bánh (SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87046029,- - - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2164,- - Loại khác:,
87046091,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 5 tấn nhưng không quá 10 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87046092,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 10 tấn nhưng không quá 20 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87046093,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 20 tấn nhưng không quá 45 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87046094,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 45 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
870490,- Loại khác:,
87049010,- - Dạng CKD (SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2165,- - Loại khác:,
87049091,- - - Khối lượng toàn bộ theo thiết kế (SEN) không quá 5 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87049092,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 5 tấn nhưng không quá 10 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87049093,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 10 tấn nhưng không quá 20 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87049094,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 20 tấn nhưng không quá 45 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87049095,- - - Khối lượng toàn bộ theo thiết kế (SEN) trên 45 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe tự đổ Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
8705,"Xe chuyên dùng có động cơ, trừ các loại được thiết kế chủ yếu dùng để chở người hoặc hàng hóa (ví dụ, xe cứu hộ, xe cần cẩu, xe chữa cháy, xe trộn bê tông, xe quét đường, xe phun tưới, xe sửa chữa lưu động, xe chụp X-quang)",
87051000,- Xe cần cẩu,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe cần cẩu bánh xích (cần trục bánh xích) - Loại có buồng lái và buồng điều khiển cơ cấu công tác riêng biệt Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87052000,- Xe cần trục khoan,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87053000,- Xe chữa cháy,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87054000,- Xe trộn bê tông,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Xe trộn và vận chuyển bê tông (xe trộn bê tông) Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
870590,- Loại khác:,
87059050,"- - Xe làm sạch đường; xe hút bùn, bể phốt; xe y tế lưu động; xe phun tưới các loại",HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87059060,- - Xe điều chế chất nổ di động (SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87059090,- - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1); Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
8706,"Khung gầm đã lắp động cơ, dùng cho xe có động cơ thuộc các nhóm từ 87.01 đến 87.05",
#2166,- Dùng cho xe thuộc nhóm 87.01:,
87060011,- - Dùng cho máy kéo nông nghiệp thuộc nhóm 87.01,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060019,- - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
#2167,- Dùng cho xe thuộc nhóm 87.02:,
87060021,"- - Dùng cho ô tô (bao gồm cả ô tô limousine kéo dài nhưng không bao gồm ô tô khách (1) (coaches, buses, minibuses) hoặc ô tô van) ",HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060022,"- - Loại khác, dùng cho xe có khối lượng toàn bộ theo thiết kế (SEN) không quá 24 tấn",HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060023,"- - Loại khác, dùng cho xe có khối lượng toàn bộ theo thiết kế (SEN) trên 24 tấn",HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
#2168,- Dùng cho xe thuộc nhóm 87.03:,
87060031,- - Dùng cho xe đua cỡ nhỏ và xe chơi gôn (kể cả xe golf buggies) và các loại xe tương tự,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060032,- - Dùng cho ô tô cứu thương,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060033,"- - Dùng cho ô tô (bao gồm cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060034,- - Dùng cho xe được thiết kế đặc biệt để đi trên tuyết (SEN),HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060039,- - Loại khác,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
#2169,- Dùng cho xe thuộc nhóm 87.04:,
87060041,- - Dùng cho xe có khối lượng toàn bộ theo thiết kế (SEN) không quá 24 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060042,- - Dùng cho xe có khối lượng toàn bộ theo thiết kế (SEN) trên 24 tấn,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87060050,- Dùng cho xe thuộc nhóm 87.05,HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
8707,"Thân xe (kể cả ca-bin), dùng cho xe có động cơ thuộc các nhóm từ 87.01 đến 87.05",
870710,- Dùng cho xe thuộc nhóm 87.03:,
87071010,- - Dùng cho xe đua cỡ nhỏ và xe chơi gôn (kể cả xe golf buggies) và các loại xe tương tự,
87071020,- - Dùng cho ô tô cứu thương,
87071030,- - Dùng cho xe được thiết kế đặc biệt để đi trên tuyết,
87071090,- - Loại khác,
870790,- Loại khác:,
#2170,- - Dùng cho xe thuộc nhóm 87.01:,
87079011,"- - - Cabin lái dùng cho xe thuộc phân nhóm 8701.21, 8701.22, 8701.23, 8701.24 hoặc 8701.29",
87079019,- - - Loại khác,
#2171,- - Dùng cho xe thuộc nhóm 87.02:,
87079021,"- - - Dùng cho ô tô (bao gồm cả ô tô limousine kéo dài nhưng không bao gồm ô tô khách (1) (coaches, buses, minibuses) hoặc ô tô van) ",
87079029,- - - Loại khác,
87079030,- - Dùng cho xe thuộc nhóm 87.05,
87079040,- - Cabin lái dùng cho xe tự đổ được thiết kế để sử dụng trên các loại đường không phải đường quốc lộ,
87079090,- - Loại khác,
8708,Bộ phận và phụ kiện của xe có động cơ thuộc các nhóm từ 87.01 đến 87.05,
870810,- Thanh chắn chống va đập (ba đờ xốc) và bộ phận của nó:,
87081010,- - Dùng cho xe thuộc nhóm 87.01,
87081090,- - Loại khác,
#2172,- Bộ phận và phụ kiện khác của thân xe (kể cả ca-bin):,
87082100,- - Dây đai an toàn,
870822,"- - Kính chắn gió phía trước (kính chắn gió), kính cửa phía sau và các kính cửa khác được mô tả tại Chú giải Phân nhóm 1 Chương này:",
87082210,- - - Dùng cho xe thuộc nhóm 87.01,
87082220,- - - Dùng cho xe thuộc nhóm 87.03,
87082230,"- - - Dùng cho xe thuộc nhóm 87.02, 87.04 hoặc 87.05",
870829,- - Loại khác:,
#2173,- - - Các bộ phận của cửa xe:,
87082911,- - - - Dùng cho xe thuộc nhóm 87.01,
87082915,- - - - Đỡ tay trên cửa xe dùng cho xe thuộc nhóm 87.03,
87082916,"- - - - Loại khác, dùng cho xe thuộc nhóm 87.03",
87082917,- - - - Dùng cho xe thuộc phân nhóm 8704.10,
87082918,- - - - Dùng cho xe thuộc nhóm 87.02 hoặc xe khác thuộc nhóm 87.04,
87082919,- - - - Loại khác,
87082920,- - - Bộ phận của dây đai an toàn,
#2174,- - - Loại khác:,
87082992,- - - - Dùng cho xe thuộc nhóm 87.01,
#2175,- - - - Dùng cho xe thuộc nhóm 87.03:,
87082993,- - - - - Phụ kiện trang trí nội thất (SEN); chắn bùn ,
87082994,- - - - - Thanh chống nắp ca pô,
87082995,- - - - - Loại khác,
#2176,- - - - Dùng cho xe thuộc nhóm 87.02 hoặc 87.04:,
