HS code,Mô tả sản phẩm
85177929,TPS120#&Mạch in đã lắp ráp của thiết bị đeo tay thông minh /GH96-11846A/.#&VN || TPS23-155#&Mạch in đã lắp ráp của thiết bị đeo tay thông minh /GH59-15044A/.#&VN || TPS23-156#&Mạch in đã lắp ráp của thiết bị đeo tay thông minh /GH96-11846A/.#&VN || TPS23-215#&Mach in đã lắp ráp của thiêt bi đeo tay thông minh /GH59-14855A/.#&VN || TPS23-195#&Mạch in đã lắp ráp của thiết bị đeo tay thông minh /GH96-11844A/.#&VN
85177931,- - - - Dùng cho điện thoại hoặc điện báo hữu tuyến
85177999,"ACLBZ055400#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, BODY(MACHINE), GC10FT5893A2#&VN || ACLBZ070100#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, FILTER BODY, GC10FT5956A0#&VN || ACMBB004800#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, BODY, GC10MD2507A0#&VN || ACMBB004800#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, BODY, GC10MD2507A1#&VN || ACMBB004800#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, BODY, GC10MD2507A2#&VN || ACMBB004900#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, BODY, GC10MD2508A0#&VN || ACNBZ000100#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, BODY(MACHINING) AIRTEL 2.3GHZ, GC10FT5956A0#&VN || ACLBZ003500#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, FILTER BODY, GC10DX5200A6C#&VN || ZENSB000022#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, HOUSING, GC10FT5954A0#&VN || ACNBZ000100#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, FILTER BODY, GC10FT5956A0#&VN || ACLBZ019400#&Thân đế bộ lọc bằng nhôm dùng cho thiết bị thu phát sóng, BODY (MACHINE), GC10MD2283A2C#&VN || .#&Bộ chuyển đổi USB-C sang 3*USB 3.0+HDMI+RJ45+SD&TF Ugreen (40873), hàng mới 100% || .#&Bộ chuyển đổi USB 2.0 sang cổng mạng 10/100Mbps Netwwork Adapter, vỏ ABS Ugreen (20254), hàng mới 100%"
8518,"Micro và giá đỡ micro; loa, đã hoặc chưa lắp ráp vào trong vỏ loa; tai nghe có khung chụp qua đầu và tai nghe không có khung chụp qua đầu, có hoặc không ghép nối với một micro, và các bộ gồm có một micro và một hoặc nhiều loa; thiết bị điện khuếch đại âm tần; bộ tăng âm điện"
851810,- Micro và giá đỡ micro:
85181011,"- - - Micro có dải tần số từ 300 Hz đến 3.400 Hz, với đường kính không quá 10 mm và cao không quá 3 mm, dùng trong viễn thông || TPS104#&Micro /GH59-15215A/.#&VN || TPS23-161#&Micro (VFG0986-0109000)/GH59-15215A/.#&VN || TPS23-161#&Micro /GH59-15215A/.#&VN"
85181019,"- - - Micro khác, đã hoặc chưa lắp ráp cùng với giá đỡ micro || Micro dùng cho điện thoại di động, 100Hz-10 kHz/MODEL:A2-S-E-N090R38/,(Hàng mới 100%) || Micro dùng cho điện thoại di động, 768KHz-2.4MHz/MODEL:SD18OB371-135/,(Hàng mới 100%)"
85181090,NPL 12#&Micro (dùng cho điện thoại di động) /VMC0063-1200010/(SPH08P9LM4H-1) || NPL 12#&Micro (dùng cho điện thoại di động)/VMC0052-1200010/(SPV0842LR5H-1-8) || NPL 12#&Micro (dùng cho điện thoại di động) /VMC0067-1200010/(SM0103B-RFS383-S01) || NPL 12#&Micro (dùng cho điện thoại di động)/VMC0045-1200010/(SPV1840LR5H-B-8) || NPL 12#&Micro (dùng cho điện thoại di động) /VMC0060-1200010/(SD180B361-062) || NPL 12#&Micro (dùng cho điện thoại di động)/VMC0072-1200010/(SD18OB371-135) || NPL 12#&Micro (dùng cho điện thoại di động)/VMC0068-1200010/(SD18OB371-105) || NPL 12#&Micro (dùng cho điện thoại di động)/VMC0071-1200010/(S15OB381-119) || NPL 12#&Micro (dùng cho điện thoại di động)/VMC0045-1200010/
851821,"- - Loa đơn, đã lắp vào vỏ loa:"
85182110,- - - Loa thùng
85182190,"Loa đơn, đã lắp vỏ loa, có dây dẫn, dùng cho máy kiểm tra mic, 3.3v, dải tần:20Hz-20kHz.Hàng mới 100%-CCDC"
851822,"- - Bộ loa, đã lắp vào cùng một vỏ loa:"
85182920,"- - - Loa, không có vỏ, có dải tần số 300 Hz đến 3.400 Hz, với đường kính không quá 50 mm, dùng trong viễn thông"
851830,"- Tai nghe có khung chụp qua đầu và tai nghe không có khung chụp qua đầu, có hoặc không nối với một micro, và các bộ gồm một micro và một hoặc nhiều loa:"
85183010,- - Tai nghe có khung chụp qua đầu
85183020,- - Tai nghe không có khung chụp qua đầu
85183040,- - Tay cầm nghe - nói của điện thoại hữu tuyến
85183051,- - - Dùng cho hàng hóa thuộc phân nhóm 8517.13.00 và 8517.14.00
851840,- Thiết bị điện khuyếch đại âm tần:
85184020,- - Sử dụng như bộ lặp (nhắc lại) trong điện thoại hữu tuyến
85184030,"- - Sử dụng như bộ lặp (nhắc lại) trong điện thoại, trừ điện thoại hữu tuyến"
85184040,"- - Loại khác, có từ 6 đường tín hiệu đầu vào trở lên, có hoặc không kết hợp với phần tử dùng cho khuếch đại công suất"
851850,- Bộ tăng âm điện:
85185010,- - Có dải công suất từ 240 W trở lên
85185020,"- - Loại khác, có loa, loại thích hợp cho phát sóng, có giải điện áp từ 50 V trở lên nhưng không quá 100 V"
85189010,"- - Của hàng hóa thuộc phân nhóm 8518.10.11, 8518.29.20, 8518.30.40 hoặc 8518.40.20, kể cả mạch in đã lắp ráp "
85189020,- - Của hàng hóa thuộc phân nhóm 8518.40.40 
85189030,- - Của hàng hóa thuộc phân nhóm 8518.21 hoặc 8518.22
85189040,- - Của hàng hóa thuộc phân nhóm 8518.29.90
8519,Thiết bị ghi hoặc tái tạo âm thanh
851920,"- Thiết bị hoạt động bằng tiền xu, tiền giấy, thẻ ngân hàng, token hoặc bằng phương tiện thanh toán khác:"
85192010,"- - Máy ghi hoạt động bằng đồng xu, token hoặc đĩa"
85193000,- Đầu quay đĩa (có thể có bộ phận lưu trữ) nhưng không có bộ phận khuếch đại và không có bộ phận phát âm thanh (loa)
851981,"- - Thiết bị truyền thông sử dụng công nghệ từ tính, quang học hoặc bán dẫn:"
85198110,"- - - Máy ghi âm cassette bỏ túi, kích thước không quá 170 mm x 100 mm x 45 mm "
85198120,"- - - Máy ghi âm cassette, có bộ phận khuếch đại và một hoặc nhiều loa, hoạt động chỉ bằng nguồn điện ngoài "
85198130,- - - Đầu đĩa compact
85198141,- - - - Loại dùng cho điện ảnh hoặc phát thanh 
85198150,"- - - Máy ghi điều lọc (dictating machines), loại chỉ hoạt động bằng nguồn điện ngoài"
85198162,- - - - Máy trả lời điện thoại
85198171,- - - - Loại dùng cho điện ảnh hoặc phát thanh (SEN)
85198910,- - - Máy tái tạo âm thanh dùng trong điện ảnh
85198920,- - - Máy quay đĩa (record players) có hoặc không có loa 
85198930,- - - Loại dùng cho điện ảnh hoặc phát thanh 
85198940,- - - Thiết bị tái tạo âm thanh khác 
8521,"Thiết bị ghi hoặc tái tạo video, có hoặc không gắn bộ phận thu tín hiệu video"
852110,- Loại dùng băng từ:
85211010,- - Loại dùng cho điện ảnh hoặc phát thanh truyền hình (SEN)
85219011,- - - Loại dùng cho điện ảnh hoặc phát thanh truyền hình (SEN)
8522,Bộ phận và phụ kiện chỉ dùng hoặc chủ yếu dùng cho các thiết bị của nhóm 85.19 hoặc 85.21
85221000,- Cụm đầu đọc - ghi
85229020,- - Tấm mạch in đã lắp ráp dùng cho máy trả lời điện thoại
85229030,- - Tấm mạch in đã lắp ráp dùng cho máy ghi hoặc tái tạo âm thanh dùng trong lĩnh vực điện ảnh 
85229040,- - Cơ cấu ghi hoặc đọc băng video hoặc audio và đĩa compact
85229050,"- - Đầu đọc hình hoặc âm thanh, kiểu từ tính; đầu và thanh xoá từ"
85229091,- - - Bộ phận và phụ kiện khác của thiết bị ghi hoặc tái tạo âm thanh dùng trong điện ảnh
85229092,- - - Bộ phận khác của máy trả lời điện thoại
85229093,- - - Bộ phận và phụ kiện khác của hàng hóa thuộc phân nhóm 8519.81 hoặc nhóm 85.21 
8523,"Đĩa, băng, các thiết bị lưu trữ bền vững, thể rắn, “thẻ thông minh” và các phương tiện lưu trữ thông tin khác để ghi âm thanh hoặc các nội dung, hình thức thể hiện khác, đã hoặc chưa ghi, kể cả bản khuôn mẫu và bản gốc để sản xuất băng đĩa, nhưng không bao gồm các sản phẩm của Chương 37"
852321,- - Thẻ có dải từ:
85232110,- - - Chưa ghi
85232911,- - - - - Băng máy tính
85232921,- - - - - Băng video
85232942,- - - - - Loại dùng cho điện ảnh
85232943,- - - - - Băng video khác
85232961,"- - - - - Loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)"
85232971,- - - - - Đĩa cứng và đĩa mềm máy vi tính
85232981,- - - - - - Loại dùng cho máy vi tính
85232982,- - - - - - Loại khác
85232983,"- - - - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)"
85232985,"- - - - - Loại khác, chứa phim điện ảnh trừ phim thời sự, phim du lịch, phim kỹ thuật, phim khoa học, và phim tài liệu khác"
85232986,"- - - - - Loại khác, dùng cho điện ảnh"
85232991,- - - - - Loại dùng cho máy vi tính
852341,- - Loại chưa ghi:
85234110,- - - Loại dùng cho máy vi tính
85234911,- - - - Loại sử dụng để tái tạo các hiện tượng trừ âm thanh hoặc hình ảnh
85234912,"- - - - - Đĩa chứa nội dung giáo dục, kỹ thuật, khoa học, lịch sử hoặc văn hóa"
85234914,"- - - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)"
85234915,"- - - - Loại khác, chứa phim điện ảnh trừ phim thời sự, phim du lịch, phim kỹ thuật, phim khoa học, và phim tài liệu khác"
85234916,"- - - - Loại khác, dùng cho điện ảnh"
85234919,".#&Đĩa CD chứa dữ liệu hình ảnh tiêu chuẩn kiểm tra sản phẩm dùng cho máy X-ray, TECHNICAL BOOK"
85234992,- - - - Loại chỉ sử dụng để tái tạo âm thanh
852351,"- - Các thiết bị lưu trữ bền vững, thể rắn:"
85235111,- - - - Loại dùng cho máy vi tính
85235200,"- - ""Thẻ thông minh"""
85235910,"- - - Thẻ không tiếp xúc (dạng ""card"" và dạng ""tag"")(*)"
85235921,".#&Phần mềm cài đặt dùng cho dây chuyển bản mạch PCB, dạng USB, PCB CAM DATA USB"
85238040,- - Đĩa ghi âm sử dụng kỹ thuật analog
85238091,- - - Loại sử dụng để tái tạo các hiện tượng trừ âm thanh hoặc hình ảnh
85238092,"- - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)"
8524,"Mô-đun màn hình dẹt, có hoặc không tích hợp màn hình cảm ứng"
85241100,- - Bằng tinh thể lỏng
85241200,- - Bằng đi-ốt phát quang hữu cơ (OLED)
8525,"Thiết bị phát dùng cho phát thanh sóng vô tuyến hoặc truyền hình, có hoặc không gắn với thiết bị thu hoặc ghi hoặc tái tạo âm thanh; camera truyền hình, camera kỹ thuật số và camera ghi hình ảnh"
85255000,- Thiết bị phát
85256000,- Thiết bị phát có gắn với thiết bị thu
852581,- - Loại tốc độ cao nêu tại Chú giải Phân nhóm 1 của Chương này: 
85258110,- - - Camera ghi hình ảnh
85258120,- - - Camera truyền hình
852582,"- - Loại khác, được làm cứng bức xạ hoặc chịu bức xạ nêu tại Chú giải Phân nhóm 2 của Chương này: "
852583,"- - Loại khác, loại nhìn ban đêm nêu tại Chú giải Phân nhóm 3 của Chương này: "
85258930,- - - Webcam
8526,"Ra đa, các thiết bị dẫn đường bằng sóng vô tuyến và các thiết bị điều khiển từ xa bằng vô tuyến"
852610,- Ra đa:
85261010,"- - Ra đa, loại dùng trên mặt đất, hoặc trang bị trên máy bay dân dụng, hoặc chỉ dùng cho tàu thuyền đi biển"
852691,- - Thiết bị dẫn đường bằng sóng vô tuyến:
85269110,"- - - Thiết bị dẫn đường bằng sóng vô tuyến, loại dùng trên máy bay dân dụng, hoặc chỉ dùng cho tàu thuyền đi biển"
85269200,- - Thiết bị điều khiển từ xa bằng sóng vô tuyến
8527,"Thiết bị thu dùng cho phát thanh sóng vô tuyến, có hoặc không kết hợp với thiết bị ghi hoặc tái tạo âm thanh hoặc với đồng hồ, trong cùng một khối"
85271200,- - Radio cát sét loại bỏ túi
852713,- - Thiết bị khác kết hợp với thiết bị ghi hoặc tái tạo âm thanh:
85271310,- - - Loại xách tay
852721,- - Kết hợp với thiết bị ghi hoặc tái tạo âm thanh:
85272110,- - - Có khả năng nhận và giải mã tín hiệu hệ thống dữ liệu vô tuyến kỹ thuật số 
852792,- - Không kết hợp với thiết bị ghi hoặc tái tạo âm thanh nhưng gắn với đồng hồ:
85279220,- - - Hoạt động bằng nguồn điện lưới
8528,"Màn hình và máy chiếu, không gắn với thiết bị thu dùng trong truyền hình; thiết bị thu dùng trong truyền hình, có hoặc không gắn với máy thu thanh sóng vô tuyến hoặc thiết bị ghi hoặc tái tạo âm thanh hoặc hình ảnh"
85284200,- - Có khả năng kết nối trực tiếp và được thiết kế để dùng cho máy xử lý dữ liệu tự động thuộc nhóm 84.71
85284910,- - - Loại màu
85284920,- - - Loại đơn sắc 
85285200,".#&Màn hình máy tính Samsung LF27T350FHEXXV_27inch, hàng mới 100% || .#&Màn hình máy vi tính _SAMSUNG LF22T350FHEXXV-21.5 inch. Hàng mới 100% || .#&Màn hình máy vi tính _Samsung LF24T350FHEXXV_23.8 inch. Hàng mới 100% || .#&Màn hình vi tính Samsung LF27T350FHEXXV_27 inch , hàng mới 100% || .#&Màn hình dùng cho máy vi tính để bàn (desktop) 22inch Flat, hiệu GLOWY, model GLW22, hàng mới 100%"
85285910,".#&Màn hình hiển thị màu chuyên dụng dùng cho máy soi bản mạch bằng tia X, model: SL-150-BT, kích thước 15 inch, nguồn điện AC100V-220V, 50/60Hz, xuất xứ: Korea, 5020-015110 || .#&Màn hình TOPRW0700WD, 7 inch, loại màu, điện áp 24V || .#&Màn hình màu LCD dùng cho máy tính để bàn, model: P2319H, 23inch, nguồn điện: 100-240V/ 50-60Hz, nhãn hiệu: Dell, xuất xứ: China, năm sản xuất: 2022, mới 100%, Z080-136400"
85286200,".#&Máy chiếu đa năng ViewSonic PX703HDH, hàng mới 100%"
85286910,- - - Công suất chiếu lên màn ảnh có đường chéo từ 300 inch trở lên
852871,- - Không thiết kế để gắn với thiết bị hiển thị video hoặc màn ảnh:
85287111,- - - - Hoạt động bằng nguồn điện lưới
852872,"- - Loại khác, màu:"
85287210,- - - Hoạt động bằng pin
85287291,- - - - Loại sử dụng ống đèn hình tia ca-tốt 
85287292,"- - - - Loại màn hình tinh thể lỏng (LCD), đi-ốt phát quang (LED) và màn hình dẹt khác || .#&Tivi, hãng Samsung, model : 55AU7700KXXV, 55inch, Smart Tivi, kích thước: 123x78.3x70.7 cm, điện áp 110-240V. Hàng mới 100%"
85287300,"- - Loại khác, đơn sắc"
8529,Bộ phận chỉ dùng hoặc chủ yếu dùng với các thiết bị thuộc các nhóm từ 85.24 đến 85.28
852910,- Ăng-ten và bộ phản xạ của ăng ten; các bộ phận sử dụng kèm:
85291021,- - - Dùng cho máy thu truyền hình
85291030,"- - Ăng ten vệ tinh, ăng ten lưỡng cực và các loại ăng ten roi (rabbit antennae) sử dụng cho máy thu hình hoặc máy thu thanh"
85291040,- - Bộ lọc và tách tín hiệu ăng ten
85291060,- - Loa hoặc phễu tiếp sóng (ống dẫn sóng)
85291093,- - - Loại dùng với thiết bị truyền dẫn để phát sóng vô tuyến
85291094,- - - Loại dùng với thiết bị truyền dẫn truyền hình 
85299020,- - Dùng cho bộ giải mã
85299040,- - Dùng cho máy camera số hoặc camera ghi hình ảnh
85299051,- - - Dùng cho hàng hóa thuộc phân nhóm 8525.50 hoặc 8525.60
85299052,"- - - Dùng cho hàng hóa thuộc phân nhóm 8527.13, 8527.19, 8527.21, 8527.29, 8527.91 hoặc 8527.99"
85299053,- - - - Dùng cho màn hình dẹt
85299054,"- - - - Loại khác, dùng cho máy thu truyền hình"
85299094,"- - - Loại khác, dùng cho màn hình dẹt"
85299099,"ABA30081301#&Giá đỡ vỉ mạch bằng nhôm đúc, bộ phận thiết bị nghe nhìn, giải trí trên ô tô, kích thước 670x110 mm#&VN || ABA30092601#&Giá đỡ vỉ mạch bằng nhôm đúc, bộ phận thiết bị nghe nhìn, giải trí trên ô tô, kích thước 670x110 mm#&VN || .#&Giá đỡ vỉ mạch bằng nhôm đúc, bộ phận thiết bị nghe nhìn, giải trí trên ô tô, kích thước 670x110 mm#&VN || CMNAK000100#&Giá đỡ vỉ mạch bằng nhôm đúc, bộ phận thiết bị nghe nhìn, giải trí trên ô tô, kích thước 670x110 mm#&VN || CMNAK000200#&Giá đỡ vỉ mạch bằng nhôm đúc, bộ phận thiết bị nghe nhìn, giải trí trên ô tô, kích thước 670x110 mm#&VN"
8530,"Thiết bị điện phát tín hiệu thông tin, bảo đảm an toàn hoặc điều khiển giao thông, dùng cho đường sắt, đường tàu điện, đường bộ, đường thủy nội địa, điểm dừng đỗ, cảng hoặc sân bay (trừ loại thuộc nhóm 86.08)"
85301000,- Thiết bị dùng cho đường sắt hoặc đường tàu điện
85308000,- Thiết bị khác
8531,"Thiết bị báo hiệu bằng âm thanh hoặc hình ảnh (ví dụ, chuông, còi báo, bảng chỉ báo, báo động chống trộm hoặc báo cháy), trừ các thiết bị thuộc nhóm 85.12 hoặc 85.30"
853110,- Báo động chống trộm hoặc báo cháy và các thiết bị tương tự:
85311010,- - Báo trộm
85311020,- - Báo cháy
85311030,- - Báo khói; chuông báo động cá nhân bỏ túi (còi rú)
85312000,- Bảng chỉ báo có gắn màn hình tinh thể lỏng (LCD) hoặc đi-ốt phát quang (LED)
85318011,- - - Chuông cửa và các thiết bị báo hiệu bằng âm thanh khác dùng cho cửa 
85318021,- - - Màn hình sử dụng huỳnh quang chân không
85319010,"- - Bộ phận kể cả mạch in đã lắp ráp của phân nhóm 8531.20, 8531.80.21 hoặc 8531.80.29 "
85319020,- - Của chuông cửa hoặc các thiết bị báo hiệu bằng âm thanh khác dùng cho cửa 
85319030,- - Của chuông hoặc các thiết bị báo hiệu bằng âm thanh khác
8532,"Tụ điện, loại có điện dung cố định, biến đổi hoặc điều chỉnh được (theo mức định trước)"
85321000,"- Tụ điện cố định được thiết kế dùng trong mạch có tần số 50/60 Hz và có giới hạn công suất phản kháng cho phép không dưới 0,5 kvar (tụ nguồn)"
85322100,- - Tụ tantan (tantalum)
85322200,- - Tụ nhôm
85322300,"- - Tụ gốm, một lớp"
