hscode,mo_ta,Ngay_xac_nhan
44039510,"- - - Cột sào, khúc gỗ xẻ và gỗ lạng",26/09/2023 0:00:00
44039590,- - - Loại khác,26/09/2023 0:00:00
44039610,"- - - Cột sào, khúc gỗ xẻ và gỗ lạng",26/09/2023 0:00:00
44039690,- - - Loại khác,26/09/2023 0:00:00
44039710,"- - - Cột sào, khúc gỗ xẻ và gỗ lạng",26/09/2023 0:00:00
44039790,- - - Loại khác,26/09/2023 0:00:00
44039810,"- - - Cột sào, khúc gỗ xẻ và gỗ lạng",26/09/2023 0:00:00
44039890,- - - Loại khác,26/09/2023 0:00:00
44039910,"- - - Cột sào, khúc gỗ xẻ và gỗ lạng",26/09/2023 0:00:00
44039990,- - - Loại khác,26/09/2023 0:00:00
44041000,- Từ cây lá kim ,26/09/2023 0:00:00
44042010,- - Nan gỗ (Chipwood),26/09/2023 0:00:00
44042090,- - Loại khác,26/09/2023 0:00:00
44050010,- Sợi gỗ,26/09/2023 0:00:00
44050020,- Bột gỗ,26/09/2023 0:00:00
44061100,- - Từ cây lá kim ,26/09/2023 0:00:00
44061200,- - Từ cây không thuộc loài lá kim ,26/09/2023 0:00:00
44069100,- - Từ cây lá kim ,26/09/2023 0:00:00
44069200,- - Từ cây không thuộc loài lá kim ,26/09/2023 0:00:00
44071110,"- - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44071190,- - - Loại khác,26/09/2023 0:00:00
44071200,- - Từ cây linh sam (Abies spp.) và cây vân sam (Picea spp.),26/09/2023 0:00:00
44071300,"- - Từ cây thuộc nhóm S-P-F (cây vân sam (Picea spp.), cây thông (Pinus spp.) và cây linh sam (Abies spp.))",26/09/2023 0:00:00
44071400,- - Từ cây Độc cần (Western hemlock (Tsuga heterophylla) và linh sam (Abies spp.)),26/09/2023 0:00:00
44071910,"- - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44071990,- - - Loại khác,26/09/2023 0:00:00
44072110,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072190,- - - Loại khác,26/09/2023 0:00:00
44072210,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072290,- - - Loại khác,26/09/2023 0:00:00
44072310,"- - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072320,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072390,- - - Loại khác,26/09/2023 0:00:00
44072512,"- - - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072513,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072519,- - - - Loại khác,26/09/2023 0:00:00
44072521,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072529,- - - - Loại khác,26/09/2023 0:00:00
44072620,"- - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072630,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072690,- - - Loại khác,26/09/2023 0:00:00
44072720,"- - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072730,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072790,- - - Loại khác,26/09/2023 0:00:00
44072810,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072890,- - - Loại khác,26/09/2023 0:00:00
44072912,"- - - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072913,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072919,- - - - Loại khác,26/09/2023 0:00:00
44072922,"- - - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072923,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072929,- - - - Loại khác,26/09/2023 0:00:00
44072932,"- - - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072933,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072939,- - - - Loại khác,26/09/2023 0:00:00
44072942,"- - - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072943,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072949,- - - - Loại khác,26/09/2023 0:00:00
44072951,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072959,- - - - Loại khác,26/09/2023 0:00:00
44072972,"- - - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072973,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072979,- - - - Loại khác,26/09/2023 0:00:00
44072982,"- - - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44072983,"- - - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072989,- - - - Loại khác,26/09/2023 0:00:00
44072991,"- - - - Gỗ Jongkong (Dactylocladus spp.) và gỗ Merbau (Intsia spp.), đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072992,"- - - - Gỗ Jongkong (Dactylocladus spp.) và gỗ Merbau (Intsia spp.), loại khác",26/09/2023 0:00:00
44072994,"- - - - Gỗ Albizia (Paraserianthes falcataria), đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072995,"- - - - Gỗ Albizia (Paraserianthes falcataria), loại khác",26/09/2023 0:00:00
44072996,"- - - - Gỗ cao su (Hevea Brasiliensis), đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072997,"- - - - Gỗ cao su (Hevea Brasiliensis), loại khác",26/09/2023 0:00:00
44072998,"- - - - Loại khác, đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44072999,- - - - Loại khác,26/09/2023 0:00:00
44079120,"- - - Đã xẻ dọc, chưa gia công thêm",26/09/2023 0:00:00
44079130,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44079190,- - - Loại khác,26/09/2023 0:00:00
44079210,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44079290,- - - Loại khác,26/09/2023 0:00:00
44079310,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44079390,- - - Loại khác,26/09/2023 0:00:00
44079410,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44079490,- - - Loại khác,26/09/2023 0:00:00
44079510,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44079590,- - - Loại khác,26/09/2023 0:00:00
44079610,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44079690,- - - Loại khác,26/09/2023 0:00:00
44079710,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44079790,- - - Loại khác,26/09/2023 0:00:00
44079910,"- - - Đã bào, đã chà nhám hoặc nối đầu",26/09/2023 0:00:00
44079990,- - - Loại khác,26/09/2023 0:00:00
44081010,- - Thanh mỏng bằng gỗ tuyết tùng loại sử dụng để sản xuất bút chì (SEN); gỗ thông Radiata loại sử dụng để sản xuất ván ghép (blockboard)(SEN),26/09/2023 0:00:00
44081030,- - Làm lớp mặt (face veneer sheets),26/09/2023 0:00:00
44081090,- - Loại khác,26/09/2023 0:00:00
44083100,"- - Gỗ Meranti đỏ sẫm, gỗ Meranti đỏ nhạt và gỗ Meranti Bakau",26/09/2023 0:00:00
44083910,- - - Thanh mỏng bằng gỗ Jelutong loại sử dụng để sản xuất bút chì (SEN),26/09/2023 0:00:00
44083920,- - - Làm lớp mặt (face veneer sheets),26/09/2023 0:00:00
44083990,- - - Loại khác,26/09/2023 0:00:00
44089010,- - Làm lớp mặt (face veneer sheets),26/09/2023 0:00:00
44089090,- - Loại khác,26/09/2023 0:00:00
44091000,- Từ cây lá kim ,26/09/2023 0:00:00
44092100,- - Của tre,26/09/2023 0:00:00
44092200,- - Từ gỗ nhiệt đới,26/09/2023 0:00:00
44092900,- - Loại khác,26/09/2023 0:00:00
44101100,- - Ván dăm,26/09/2023 0:00:00
44101200,- - Ván dăm định hướng (OSB),26/09/2023 0:00:00
44101900,- - Loại khác,26/09/2023 0:00:00
44109000,- Loại khác,26/09/2023 0:00:00
44111200,- - Loại có chiều dày không quá 5 mm,26/09/2023 0:00:00
44111300,- - Loại có chiều dày trên 5 mm nhưng không quá 9 mm,26/09/2023 0:00:00
44111400,- - Loại có chiều dày trên 9 mm,26/09/2023 0:00:00
44119200,"- - Có tỷ trọng trên 0,8 g/cm³",26/09/2023 0:00:00
44119300,"- - Có tỷ trọng trên 0,5 g/cm³ nhưng không quá 0,8 g/cm³",26/09/2023 0:00:00
44119400,"- - Có tỷ trọng không quá 0,5 g/cm³ ",26/09/2023 0:00:00
44121000,- Của tre,26/09/2023 0:00:00
44123100,- - Với ít nhất một lớp ngoài(1) bằng gỗ nhiệt đới,26/09/2023 0:00:00
44123300,"- - Loại khác, với ít nhất một lớp mặt ngoài bằng gỗ không thuộc loài cây lá kim thuộc các loài cây trăn (Alnus spp.), cây tần bì (Fraxinus spp.), cây dẻ gai (Fagus spp.), cây bạch dương (Betula spp.), cây anh đào (Prunus spp.), cây hạt dẻ (Castanea spp.), cây du (Ulmus spp.), cây bạch đàn (Eucalyptus spp.), cây mại châu (Carya spp.), cây hạt dẻ ngựa (Aesculus spp.), cây đoạn (Tilia spp.), cây thích (Acer spp.), cây sồi (Quercus spp.), cây tiêu huyền (Platanus spp.), cây dương (poplar và aspen) (Populus spp.), cây dương hòe (Robinia spp.), cây hoàng dương (Liriodendron spp.) hoặc cây óc chó (Juglans spp.)",26/09/2023 0:00:00
44123400,"- - Loại khác, với ít nhất một lớp mặt ngoài từ gỗ không thuộc loài cây lá kim chưa được chi tiết tại phân nhóm 4412.33",26/09/2023 0:00:00
44123900,"- - Loại khác, với cả hai lớp mặt ngoài từ gỗ thuộc loài cây lá kim",26/09/2023 0:00:00
44124110,- - - Với ít nhất một lớp ngoài bằng gỗ tếch ,26/09/2023 0:00:00
44124190,- - - Loại khác,26/09/2023 0:00:00
44124200,"- - Loại khác, với ít nhất một lớp mặt ngoài từ gỗ không thuộc loài cây lá kim",26/09/2023 0:00:00
44124900,"- - Loại khác, với cả hai lớp mặt ngoài từ gỗ thuộc loài cây lá kim",26/09/2023 0:00:00
44125100,- - Với ít nhất một lớp ngoài(1) bằng gỗ nhiệt đới,26/09/2023 0:00:00
44125200,"- - Loại khác, với ít nhất một lớp mặt ngoài từ gỗ không thuộc loài cây lá kim",26/09/2023 0:00:00
44125900,"- - Loại khác, với cả hai lớp mặt ngoài từ gỗ thuộc loài cây lá kim",26/09/2023 0:00:00
44129110,- - - Với ít nhất một lớp ngoài bằng gỗ tếch ,26/09/2023 0:00:00
44129190,- - - Loại khác,26/09/2023 0:00:00
44129200,"- - Loại khác, với ít nhất một lớp mặt ngoài từ gỗ không thuộc loài cây lá kim",26/09/2023 0:00:00
44129900,"- - Loại khác, với cả hai lớp mặt ngoài từ gỗ thuộc loài cây lá kim",26/09/2023 0:00:00
44130000,"Gỗ đã được làm tăng độ rắn, ở dạng khối, tấm, thanh hoặc các dạng hình",26/09/2023 0:00:00
44141000,- Từ gỗ nhiệt đới,26/09/2023 0:00:00
44149000,- Loại khác,26/09/2023 0:00:00
44151000,"- Hòm, hộp, thùng thưa, thùng hình trống và các loại bao bì tương tự; tang cuốn cáp",26/09/2023 0:00:00
44152000,"- Giá kệ để kê hàng, giá kệ để hàng kiểu thùng và các loại giá để hàng khác; kệ có thể tháo lắp linh hoạt (pallet collars)",26/09/2023 0:00:00
44160010,- Tấm ván cong,26/09/2023 0:00:00
44160090,- Loại khác,26/09/2023 0:00:00
44170010,- Khuôn (phom) của giày hoặc ủng,26/09/2023 0:00:00
44170090,- Loại khác,26/09/2023 0:00:00
44181100,- - Từ gỗ nhiệt đới,26/09/2023 0:00:00
44181900,- - Loại khác,26/09/2023 0:00:00
44182100,- - Từ gỗ nhiệt đới,26/09/2023 0:00:00
44182900,- - Loại khác,26/09/2023 0:00:00
44183000,- Trụ và dầm ngoài các sản phẩm thuộc phân nhóm 4418.81 đến 4418.89,26/09/2023 0:00:00
44184000,- Ván cốp pha xây dựng,26/09/2023 0:00:00
44185000,- Ván lợp (shingles and shakes),26/09/2023 0:00:00
44187310,- - - Cho sàn khảm (mosaic floors),26/09/2023 0:00:00
44187320,"- - - Loại khác, nhiều lớp từ tre",26/09/2023 0:00:00
44187390,- - - Loại khác,26/09/2023 0:00:00
44187400,"- - Loại khác, cho sàn khảm (mosaic floors)",26/09/2023 0:00:00
44187500,"- - Loại khác, nhiều lớp",26/09/2023 0:00:00
44187900,- - Loại khác,26/09/2023 0:00:00
44188110,- - - Hình khối (SEN),26/09/2023 0:00:00
44188190,- - - Loại khác,26/09/2023 0:00:00
44188200,- - Gỗ ghép nhiều lớp xếp vuông góc (CLT hoặc X-lam),26/09/2023 0:00:00
44188300,- - Dầm chữ I,26/09/2023 0:00:00
44188900,- - Loại khác,26/09/2023 0:00:00
44189100,- - Của tre,26/09/2023 0:00:00
44189200,- - Tấm gỗ có lõi xốp,26/09/2023 0:00:00
44189900,- - Loại khác,26/09/2023 0:00:00
44191100,"- - Thớt cắt bánh mì, thớt chặt và các loại thớt tương tự",26/09/2023 0:00:00
44191200,- - Đũa,26/09/2023 0:00:00
44191900,- - Loại khác,26/09/2023 0:00:00
44192000,- Từ gỗ nhiệt đới,26/09/2023 0:00:00
44199000,- Loại khác,26/09/2023 0:00:00
44201100,- - Từ gỗ nhiệt đới,26/09/2023 0:00:00
44201900,- - Loại khác,26/09/2023 0:00:00
44209010,- - Các đồ nội thất bằng gỗ không thuộc Chương 94,26/09/2023 0:00:00
44209020,"- - Hộp và các vật chứa nhỏ khác dùng và thích hợp để mang trong túi (pocket), trong túi xách hoặc bên người",26/09/2023 0:00:00
44209090,- - Loại khác,26/09/2023 0:00:00
44211000,- Mắc treo quần áo,26/09/2023 0:00:00
44212000,- Quan tài,26/09/2023 0:00:00
44219110,"- - - Lõi cuộn chỉ, ống sợi và suốt sợi, guồng cuốn chỉ may và các sản phẩm tương tự",26/09/2023 0:00:00
44219120,- - - Thanh gỗ để làm diêm,26/09/2023 0:00:00
44219130,"- - - Que kẹo, que kem và thìa xúc kem",26/09/2023 0:00:00
44219140,"- - - Quạt và màn che kéo bằng tay, khung và tay cầm, quai kèm theo, và các bộ phận của chúng",26/09/2023 0:00:00
44219150,- - - Chuỗi hạt cầu nguyện,26/09/2023 0:00:00
44219160,- - - Tăm,26/09/2023 0:00:00
44219170,- - - Các loại que dùng để làm nhang (nén hương)(SEN),26/09/2023 0:00:00
44219190,- - - Loại khác,26/09/2023 0:00:00
44219910,"- - - Lõi cuộn chỉ, ống sợi và suốt sợi, guồng cuốn chỉ may và các sản phẩm tương tự",26/09/2023 0:00:00
44219920,- - - Thanh gỗ để làm diêm,26/09/2023 0:00:00
44219930,"- - - Móc gỗ hoặc ghim gỗ dùng cho giày, dép",26/09/2023 0:00:00
44219940,"- - - Que kẹo, que kem và thìa xúc kem",26/09/2023 0:00:00
44219970,"- - - Quạt và màn che kéo bằng tay, khung và tay cầm, quai kèm theo, và các bộ phận của chúng",26/09/2023 0:00:00
44219980,- - - Tăm,26/09/2023 0:00:00
44219993,- - - - Chuỗi hạt cầu nguyện,26/09/2023 0:00:00
44219994,- - - - Chuỗi hạt khác,26/09/2023 0:00:00
44219995,- - - - Các loại que dùng để làm nhang (nén hương) (SEN),26/09/2023 0:00:00
44219996,- - - - Lõi gỗ ghép (barecore) (SEN),26/09/2023 0:00:00
44219999,- - - - Loại khác,26/09/2023 0:00:00
45011000,"- Lie tự nhiên, thô hoặc đã sơ chế",26/09/2023 0:00:00
45019000,- Loại khác,26/09/2023 0:00:00
45020000,"Lie tự nhiên, đã bóc vỏ hoặc đã đẽo thô thành hình vuông, hoặc ở dạng khối, tấm, lá, hình chữ nhật (kể cả hình vuông) hoặc dải (kể cả dạng phôi lie đã cắt cạnh dùng làm nút hoặc nắp đậy)",26/09/2023 0:00:00
45031000,- Nút và nắp đậy,26/09/2023 0:00:00
45039000,- Loại khác,26/09/2023 0:00:00
45041000,"- Dạng khối, tấm, lá và dải; tấm lát ở mọi hình dạng; dạng hình trụ đặc, kể cả dạng đĩa",26/09/2023 0:00:00
45049000,- Loại khác,26/09/2023 0:00:00
46012100,- - Của tre,26/09/2023 0:00:00
46012200,- - Từ song mây,26/09/2023 0:00:00
46012900,- - Loại khác,26/09/2023 0:00:00
46019210,"- - - Dây tết bện và các sản phẩm tương tự làm bằng vật liệu tết bện, đã hoặc chưa ghép thành dải",26/09/2023 0:00:00
46019220,"- - - Quạt và màn che kéo bằng tay, khung và tay cầm, quai kèm theo, và các bộ phận của chúng",26/09/2023 0:00:00
46019290,- - - Loại khác,26/09/2023 0:00:00
46019310,"- - - Dây tết bện và các sản phẩm tương tự làm bằng vật liệu tết bện, đã hoặc chưa ghép thành dải",26/09/2023 0:00:00
46019320,"- - - Quạt và màn che kéo bằng tay, khung và tay cầm, quai kèm theo, và các bộ phận của chúng",26/09/2023 0:00:00
46019390,- - - Loại khác,26/09/2023 0:00:00
46019410,"- - - Dây tết bện và các sản phẩm tương tự làm bằng vật liệu tết bện, đã hoặc chưa ghép thành dải",26/09/2023 0:00:00
46019420,"- - - Quạt và màn che kéo bằng tay, khung và tay cầm, quai kèm theo, và các bộ phận của chúng",26/09/2023 0:00:00
46019490,- - - Loại khác,26/09/2023 0:00:00
46019910,- - - Chiếu và thảm,26/09/2023 0:00:00
46019920,"- - - Dây tết bện và các sản phẩm tương tự làm bằng vật liệu tết bện, đã hoặc chưa ghép thành dải",26/09/2023 0:00:00
46019930,"- - - Quạt và màn che kéo bằng tay, khung và tay cầm, quai kèm theo, và các bộ phận của chúng",26/09/2023 0:00:00
46019990,- - - Loại khác,26/09/2023 0:00:00
46021110,- - - Túi và vali du lịch,26/09/2023 0:00:00
46021120,- - - Giỏ đựng chai,26/09/2023 0:00:00
46021190,- - - Loại khác,26/09/2023 0:00:00
46021210,- - - Túi và vali du lịch,26/09/2023 0:00:00
46021220,- - - Giỏ đựng chai,26/09/2023 0:00:00
46021290,- - - Loại khác,26/09/2023 0:00:00
46021910,- - - Túi và vali du lịch,26/09/2023 0:00:00
46021920,- - - Giỏ đựng chai,26/09/2023 0:00:00
46021990,- - - Loại khác,26/09/2023 0:00:00
46029010,- - Túi và vali du lịch,26/09/2023 0:00:00
46029020,- - Giỏ đựng chai,26/09/2023 0:00:00
46029090,- - Loại khác,26/09/2023 0:00:00
47010000,Bột giấy cơ học từ gỗ,26/09/2023 0:00:00
47020010,- Từ gỗ cây lá kim ,26/09/2023 0:00:00
47020020,- Từ gỗ cây không thuộc loài cây lá kim ,26/09/2023 0:00:00
47031100,- - Từ gỗ cây lá kim ,26/09/2023 0:00:00
47031900,- - Từ gỗ cây không thuộc loài cây lá kim ,26/09/2023 0:00:00
47032100,- - Từ gỗ cây lá kim ,26/09/2023 0:00:00
47032900,- - Từ gỗ cây không thuộc loài cây lá kim ,26/09/2023 0:00:00
47041100,- - Từ gỗ cây lá kim ,26/09/2023 0:00:00
47041900,- - Từ gỗ cây không thuộc loài cây lá kim ,26/09/2023 0:00:00
47042100,- - Từ cây lá kim ,26/09/2023 0:00:00
47042900,- - Từ gỗ cây không thuộc loài cây lá kim ,26/09/2023 0:00:00
47050000,Bột giấy từ gỗ thu được bằng việc kết hợp các phương pháp nghiền cơ học và hóa học,26/09/2023 0:00:00
47061000,- Bột giấy từ xơ bông vụn,26/09/2023 0:00:00
47062000,"- Bột giấy từ xơ, sợi thu được từ việc tái chế giấy loại hoặc bìa loại (phế liệu và vụn thừa)",26/09/2023 0:00:00
