hscode,mo_ta
84864090,- - Loại khác
848690,- Bộ phận và phụ kiện:
,- - Của máy móc và thiết bị để sản xuất khối hoặc tấm bán dẫn mỏng:
84869011,- - - Của thiết bị nung nóng nhanh tấm bán dẫn mỏng
84869012,- - - Của thiết bị làm khô bằng phương pháp quay dùng cho quá trình gia công tấm bản mỏng
84869013,"- - - Của máy công cụ để gia công mọi vật liệu bằng cách bóc tách vật liệu, bằng quy trình sử dụng tia laser hoặc tia sáng khác hoặc chùm phô-tông trong sản xuất tấm bán dẫn mỏng"
,"- - - Của máy dùng để cắt khối bán dẫn đơn tinh thể thành các lớp, hoặc cưa miếng mỏng đơn tinh thể thành các chip:"
84869014,- - - - Bộ phận kẹp dụng cụ và đầu cắt ren tự mở; bộ phận kẹp sản phẩm; đầu chia độ và những bộ phận phụ trợ đặc biệt khác dùng cho máy công cụ 
84869015,- - - - Loại khác
84869016,"- - - Của máy mài, đánh bóng và mài rà dùng cho quá trình sản xuất tấm bán dẫn mỏng"
84869017,- - - Của thiết bị làm phát triển hoặc kéo dài khối bán dẫn đơn tinh thể
84869019,- - - Loại khác
,- - Của máy và thiết bị sản xuất linh kiện bán dẫn hoặc mạch điện tử tích hợp:
84869021,- - - Của thiết bị kết tủa và bay hơi dùng cho sản xuất bán dẫn
84869022,- - - Của máy kết tủa epitaxi dùng cho các tấm bán dẫn mỏng; của thiết bị để tạo lớp phủ nhũ tương cảm quang in ảnh lên các tấm bán dẫn mỏng bằng phương pháp quay
84869023,"- - - Của máy cấy ghép ion cho quá trình xử lý vật liệu bán dẫn; của thiết bị tạo kết tủa vật lý bằng phương pháp phun phủ lên tấm bán dẫn mỏng; của thiết bị để lắng đọng vật lý cho sản xuất bán dẫn; của thiết bị ghi trực tiếp lên tấm bán dẫn mỏng, thiết bị hiệu chỉnh vị trí mẫu theo bước và lặp lại và thiết bị in ly tô khác "
,"- - - Của dụng cụ phun dùng để khắc axit, tẩy rửa hoặc làm sạch các tấm bán dẫn mỏng; của thiết bị để khắc axit ướt, hiện ảnh, tẩy rửa hoặc làm sạch các tấm bán dẫn mỏng; của các bản mẫu khắc khô trên vật liệu bán dẫn:"
84869024,- - - - Bộ phận kẹp dụng cụ và đầu cắt ren tự mở; bộ phận kẹp sản phẩm; đầu chia độ và những bộ phận phụ trợ đặc biệt khác dùng cho máy công cụ 
84869025,- - - - Loại khác
,"- - - Của máy khắc để đánh dấu hoặc khắc vạch lên các tấm bán dẫn mỏng; của máy cắt laser để cắt các đường tiếp xúc bằng các chùm tia laser trong các sản phẩm bán dẫn; của máy uốn, gấp và làm thẳng các đầu chân dẫn điện của bán dẫn:"
84869026,- - - - Bộ phận kẹp dụng cụ và đầu cắt ren tự mở; bộ phận kẹp sản phẩm; đầu chia độ và những bộ phận phụ trợ đặc biệt khác dùng cho máy công cụ 
84869027,- - - - Loại khác
84869028,- - - Của lò sấy và lò luyện dùng điện trở sử dụng trong sản xuất linh kiện bán dẫn trên tấm bán dẫn mỏng; của lò sấy và lò luyện hoạt động bằng hiệu ứng cảm ứng điện hoặc điện môi dùng trong sản xuất linh kiện bán dẫn trên tấm bán dẫn mỏng 
84869029,- - - Loại khác
,- - Của máy và thiết bị sản xuất màn hình dẹt:
84869031,- - - Của thiết bị để khắc axit bằng phương pháp khô lên các tấm nền của màn hình dẹt
,"- - - Của thiết bị khắc axit bằng phương pháp ướt, máy điện ảnh, thiết bị tẩy rửa hoặc làm sạch màn hình dẹt:"
84869032,- - - - Bộ phận kẹp dụng cụ và đầu cắt ren tự mở; bộ phận kẹp sản phẩm; đầu chia độ và những bộ phận phụ trợ đặc biệt khác dùng cho máy công cụ 
84869033,- - - - Loại khác
84869034,- - - Của thiết bị kết tủa và bay hơi dùng để sản xuất màn hình dẹt
84869035,- - - Của thiết bị để tạo lớp phủ nhũ tương cảm quang lên tấm nền của màn hình dẹt
84869036,- - - Của thiết bị để tạo kết tủa vật lý lên các đế của màn hình dẹt
84869039,- - - Loại khác
,- - Của máy hoặc thiết bị nêu tại Chú giải 11 (C) của Chương này:
84869041,- - - Của máy phay bằng chùm tia ion hội tụ để sản xuất hoặc sửa chữa màn và lưới quang của các định dạng trên linh kiện bán dẫn
84869042,"- - - Của thiết bị gắn khuôn, nối băng tự động, nối dây và bọc nhựa để lắp ráp các chất bán dẫn"
84869043,"- - - Của máy tự động để dịch chuyển, xử lý và kẹp giữ các tấm bán dẫn mỏng, các khung miếng mỏng, hộp mỏng và vật liệu khác dùng cho thiết bị bán dẫn"
84869044,- - - Của kính hiển vi quang học soi nổi và kính hiển vi chụp ảnh được lắp với thiết bị chuyên dùng để kẹp giữ và dịch chuyển tấm bán dẫn bản mỏng hoặc tấm lưới bán dẫn
84869045,- - - Của kính hiển vi điện tử được lắp với thiết bị chuyên dùng để kẹp giữ và dịch chuyển tấm bán dẫn bản mỏng hoặc tấm lưới bán dẫn
84869046,"- - - Của thiết bị tạo mẫu dùng cho quá trình tạo màn (khuôn in) hoặc lưới quang trên các đế phủ lớp cản quang trong quá trình khắc, kể cả mạch in đã lắp ráp"
84869049,- - - Loại khác
8487,"Phụ tùng máy móc, không bao gồm đầu nối điện, màng ngăn, cuộn, công tắc điện hoặc các phụ tùng điện khác, không được ghi hoặc chi tiết ở nơi khác trong Chương này"
84871000,- Chân vịt của tàu hoặc thuyền và cánh của chân vịt
84879000,- Loại khác
,"(1): Tham khảo TCVN5699-2-21, TCVN 2144:2008, TCVN 7828:2016 và TCVN 11917-1:2017;"
, (1): Theo Nghị định số 86/2012/NĐ-CP của Chính phủ; Nghị định số 13/2022/NĐ-CP của Chính phủ; Thông tư số 22/2018/TT-BTTTT của Bộ Thông tin và truyền thông. 
,(SEN): Tham khảo Chú giải bổ sung (SEN) của Danh mục Thuế quan hài hòa ASEAN (AHTN) 2022
, (*) Máy in ống đồng được hiểu là máy in lõm (in chìm).
,Chương 85
,"Máy điện và thiết bị điện và các bộ phận của chúng; máy ghi và tái tạo âm thanh, máy ghi và tái tạo hình ảnh và âm thanh truyền hình, bộ phận và phụ kiện của các loại máy trên"
,Chú giải
,1. Chương này không bao gồm:
,"(a) Chăn, đệm giường, bao ủ chân hoặc các sản phẩm tương tự sưởi ấm bằng điện; quần áo, giày dép hoặc đệm lót tai hoặc các mặt hàng khác sưởi ấm bằng điện để mặc hoặc sử dụng cho người;"
,(b) Các sản phẩm thủy tinh thuộc nhóm 70.11;
,(c) Máy và thiết bị của nhóm 84.86;
,"(d) Thiết bị hút chân không sử dụng trong lĩnh vực y tế, phẫu thuật, nha khoa hoặc thú y (nhóm 90.18); hoặc"
,(e) Đồ nội thất được gia nhiệt bằng điện thuộc Chương 94.
,"2. Các nhóm từ 85.01 đến 85.04 không áp dụng cho các loại hàng hóa đã mô tả trong nhóm 85.11, 85.12, 85.40, 85.41 hoặc 85.42."
,"Tuy nhiên, thiết bị chỉnh lưu hồ quang thủy ngân vỏ kim loại vẫn được xếp vào nhóm 85.04."
,"3. Theo mục đích của nhóm 85.07, khái niệm ""ắc quy điện"" bao gồm cả các loại ắc qui có thành phần phụ trợ đóng góp vào chức năng lưu điện và cấp điện hoặc bảo vệ ắc qui khỏi sự hư hại, như đầu nối điện, thiết bị kiểm soát nhiệt độ (ví dụ, điện trở nhiệt) và thiết bị bảo vệ mạch điện. Chúng cũng có thể gồm phần vỏ bảo vệ của hàng hóa mà trong đó chúng được sử dụng."
,4. Nhóm 85.09 chỉ gồm những máy cơ điện loại thông thường được sử dụng cho mục đích gia dụng sau đây:
,"(a) Máy đánh bóng sàn, máy nghiền và trộn thực phẩm, và máy ép rau hoặc quả, với khối lượng bất kỳ;"
,(b) Các loại máy khác có khối lượng không quá 20 kg.
,"Tuy nhiên, nhóm này không bao gồm quạt hoặc nắp chụp hút tuần hoàn gió hoặc thông gió có kèm theo quạt, có hoặc không lắp bộ phận lọc (nhóm 84.14), máy làm khô quần áo bằng ly tâm (nhóm 84.21), máy rửa bát đĩa (nhóm 84.22), máy giặt gia đình (nhóm 84.50), các loại máy cán hoặc máy là khác (nhóm 84.20 hoặc 84.51), máy khâu (nhóm 84.52), kéo điện (nhóm 84.67) hoặc các dụng cụ nhiệt điện (nhóm 85.16)."
,"5. Theo mục đích của nhóm 85.17, thuật ngữ ""điện thoại thông minh"" có nghĩa là điện thoại dùng cho mạng di động tế bào, được trang bị hệ điều hành di động được thiết kế để thực hiện các chức năng của máy xử lý dữ liệu tự động như tải xuống và chạy nhiều ứng dụng đồng thời, kể cả ứng dụng của bên thứ ba, và có hoặc không tích hợp các tính năng khác như camera kỹ thuật số và hệ thống hỗ trợ điều hướng."
,6. Theo mục đích của nhóm 85.23:
,"(a) ""Các thiết bị lưu trữ bền vững, thể rắn (sản phẩm lưu trữ bán dẫn không bị xóa dữ liệu khi không còn nguồn điện cung cấp)"" (ví dụ, “thẻ nhớ flash (flash memory cards)” hoặc “thẻ lưu trữ điện tử flash (flash electronic storage cards)”) là thiết bị lưu trữ gắn với đầu kết nối (đầu cắm nối), có chứa trong cùng một vỏ một hoặc nhiều linh kiện nhớ flash (ví dụ, “FLASH E2PROM”) dưới dạng mạch tích hợp lắp ghép trên tấm mạch in. Chúng có thể gồm phần điều khiển dưới dạng mạch tích hợp và phần tử thụ động riêng biệt, như tụ điện và điện trở; "
,"(b) Khái niệm “thẻ thông minh” nghĩa là thẻ được gắn bên trong một hoặc nhiều mạch điện tử tích hợp (bộ vi xử lý, bộ nhớ truy cập ngẫu nhiên (RAM) hoặc bộ nhớ chỉ đọc (ROM)) ở dạng các chip. Các thẻ này có thể bao gồm các tiếp điểm, dải từ tính hoặc ăng ten gắn bên trong nhưng không chứa bất cứ phần tử chủ động hoặc thụ động nào khác."
,"7. Theo mục đích của nhóm 85.24, “mô-đun màn hình dẹt” dùng để chỉ các thiết bị hoặc dụng cụ để hiển thị thông tin, được trang bị tối thiểu một màn hiển thị, được thiết kế để lắp vào các sản phẩm thuộc các nhóm khác trước khi sử dụng. Màn hình hiển thị cho các mô-đun màn hình dẹt bao gồm, nhưng không giới hạn ở dạng dẹt, cong, linh hoạt, ở dạng có thể gập lại hoặc co giãn. Mô-đun màn hình dẹt có thể kết hợp thêm các chi tiết, bao gồm cả những chi tiết cần thiết để nhận tín hiệu video và phân bổ các tín hiệu đó đến các điểm ảnh trên màn hiển thị. Tuy nhiên, nhóm 85.24 không bao gồm các mô-đun hiển thị được trang bị các thành phần để chuyển đổi tín hiệu video (ví dụ, IC điều chỉnh tỷ lệ, IC giải mã hoặc bộ xử lý ứng dụng) hoặc mang đặc tính của hàng hóa thuộc các nhóm khác. "
,"Để phân loại mô-đun màn hình dẹt được định nghĩa trong Chú giải này, nhóm 85.24 sẽ được ưu tiên hơn bất kỳ nhóm nào khác trong Danh mục. "
,"8. Theo mục đích của nhóm 85.34 “mạch in” là mạch được tạo ra trên một tấm cách điện bằng một quy trình in mạch nào đó (ví dụ, rập nổi, mạ, khắc axit) hoặc bằng kỹ thuật tạo “mạch điện màng”, các phần tử dẫn điện, các tiếp điểm hoặc các thành phần dùng cho mạch in khác (ví dụ, cuộn cảm, điện trở, tụ điện) đơn lẻ hoặc được liên kết theo sơ đồ mẫu đã thiết kế trước, trừ các phần tử có thể phát (tạo ra), chỉnh lưu, điều biến hoặc khuếch đại tín hiệu điện (ví dụ, các phần tử bán dẫn)."
,"Thuật ngữ “mạch in” không bao gồm mạch đã tổ hợp với các phần tử trừ các phần tử đã được hình thành trong quá trình in mạch, và cũng không bao gồm điện trở, tụ điện hoặc cuộn cảm đơn lẻ hoặc bố trí ghép nối riêng biệt. Tuy nhiên, những mạch in này có thể gắn với phần tử kết nối không qua quá trình in mạch."
,Mạch điện màng mỏng hoặc dày bao gồm phần tử chủ động và thụ động hợp thành trong cùng một quy trình công nghệ được phân loại trong nhóm 85.42.
,"9. Theo mục đích của nhóm 85.36, “đầu nối dùng cho sợi quang, bó sợi quang hoặc cáp quang” nghĩa là đầu nối chỉ dùng để ghép nối đối đầu một cách cơ học các sợi quang trong hệ thống đường truyền kỹ thuật số. Chúng không có chức năng khác, như khuếch đại, tái tạo hoặc biến đổi tín hiệu."
,10. Nhóm 85.37 không gồm các thiết bị không dây hồng ngoại dùng cho điều khiển từ xa của máy thu truyền hình hoặc các thiết bị điện khác (nhóm 85.43).
,"11. Theo mục đích của nhóm 85.39, khái niệm “nguồn sáng đi-ốt phát quang (LED)” bao gồm: "
,"(a) “Mô-đun đi-ốt phát quang (LED)” là nguồn sáng điện dựa trên các đi-ốt phát quang (LED) được bố trí trong các mạch điện và chứa thêm các phần tử như phần tử điện, cơ, nhiệt hoặc quang học. Chúng cũng chứa các phần tử chủ động riêng biệt, phần tử thụ động riêng biệt, hoặc các sản phẩm thuộc nhóm 85.36 hoặc 85.42 nhằm mục đích cung cấp nguồn điện hoặc điều khiển nguồn điện. Mô-đun đi-ốt phát quang (LED) không có đầu đèn được thiết kế để cho phép dễ dàng lắp đặt hoặc thay thế trong đèn điện và đảm bảo tiếp xúc cơ và điện. "
,"(b) “Đèn đi-ốt phát quang (LED)” là nguồn sáng điện gồm một hoặc nhiều mô-đun LED có chứa thêm các phần tử như phần tử điện, cơ, nhiệt hoặc quang học. Sự khác biệt giữa mô-đun đi-ốt phát quang (LED) và bóng đèn đi-ốt phát quang (LED) là đèn (lamp) có đầu đèn được thiết kế để cho phép dễ dàng lắp đặt hoặc thay thế trong đèn (luminaire) và đảm bảo tiếp xúc cơ và điện. "
,12. Theo mục đích của nhóm 85.41 và 85.42:
,(a) (i) “Thiết bị bán dẫn” là các thiết bị bán dẫn mà hoạt động của nó phụ thuộc vào sự thay đổi của điện trở suất khi áp dụng điện trường hoặc các bộ chuyển đổi dựa trên chất bán dẫn. 
,"Các thiết bị bán dẫn cũng có thể bao gồm nhiều phần tử được lắp ráp, có hoặc không được trang bị các chức năng phụ trợ của thiết bị chủ động và thụ động. "
,"Theo mục đích của định nghĩa này, “Bộ chuyển đổi dựa trên chất bán dẫn” là cảm biến dựa trên chất bán dẫn, bộ truyền động dựa trên chất bán dẫn, bộ cộng hưởng dựa trên chất bán dẫn và bộ tạo dao động dựa trên chất bán dẫn, là các loại thiết bị dựa trên chất bán dẫn riêng biệt, thực hiện một chức năng theo bản chất của nó, có thể chuyển đổi bất kỳ loại hiện tượng vật lý hoặc hóa học hoặc hoạt động nào thành tín hiệu điện hoặc tín hiệu điện thành bất kỳ loại hiện tượng vật lý hoặc hoạt động nào. "
,"Tất cả các phần tử trong bộ chuyển đổi dựa trên chất bán dẫn được kết hợp một cách không thể tách rời và cũng có thể bao gồm các vật liệu cần thiết được gắn một cách không thể tách rời, nó đảm bảo cho cấu trúc hoặc chức năng của chúng. "
,Các thuật ngữ sau đây có nghĩa là: 
,"(1) “Dựa trên chất bán dẫn” có nghĩa là được chế tạo hoặc sản xuất trên nền bán dẫn hoặc làm bằng vật liệu bán dẫn, được sản xuất bằng công nghệ bán dẫn, trong đó chất nền hoặc vật liệu bán dẫn đóng vai trò quan trọng và không thể thay thế đối với chức năng và hiệu suất của bộ chuyển đổi và hoạt động của nó dựa trên các đặc tính bán dẫn bao gồm các đặc tính vật lý, điện, hóa học và quang học. "
,"(2) “Đại lượng vật lý hoặc đại lượng hóa học” liên quan đến các đại lượng như áp suất, sóng âm thanh, gia tốc, rung, chuyển động, phương hướng, sức căng, cường độ từ trường, cường độ điện trường, ánh sáng, phóng xạ, độ ẩm, dòng chảy, nồng độ hóa chất…"
,"(3) “Cảm biến dựa trên chất bán dẫn” là một loại thiết bị bán dẫn, bao gồm các cấu trúc vi điện tử hoặc cấu trúc cơ khí được chế tạo trong khối hoặc trên bề mặt chất bán dẫn và có chức năng dò tìm đại lượng vật lý hoặc hóa học và chuyển đổi thành các tín hiệu điện nhờ vào kết quả của sự thay đổi những thuộc tính điện hoặc sự dịch chuyển một cấu trúc cơ khí. "
,"(4) “Cơ cấu chấp hành dựa trên chất bán dẫn” là một loại thiết bị bán dẫn, bao gồm các cấu trúc vi điện tử hoặc cấu trúc cơ khí được chế tạo trong khối hoặc trên bề mặt chất bán dẫn và có chức năng chuyển đổi tín hiệu điện thành chuyển động vật lý. "
,"(5) “Thiết bị cộng hưởng dựa trên chất bán dẫn” là một loại thiết bị bán dẫn, bao gồm các cấu trúc vi điện tử hoặc cấu trúc cơ khí được chế tạo trong khối hoặc trên bề mặt chất bán dẫn và chúng có chức năng tạo ra dao động điện hoặc dao động cơ với một tần số xác định trước phụ thuộc vào hình dạng vật lý của các cấu trúc đó để đáp ứng với một đầu vào bên ngoài. "
,"(6) “Thiết bị dao động dựa trên chất bán dẫn” là một loại thiết bị bán dẫn, bao gồm bao gồm các cấu trúc vi điện tử hoặc cấu trúc cơ khí được chế tạo trong khối hoặc trên bề mặt chất bán dẫn và chúng có chức năng tạo ra dao động điện hoặc dao động cơ với một tần số xác định trước phụ thuộc vào hình dạng vật lý của các cấu trúc đó. "
,"(ii) “Đi-ốt phát quang (LED)” là thiết bị bán dẫn dựa trên vật liệu bán dẫn chuyển đổi năng lượng điện thành các tia có thể nhìn thấy, tia hồng ngoại hoặc tia cực tím, có hoặc không kết nối điện với nhau và có hoặc không kết hợp với đi-ốt bảo vệ. Đi-ốt phát quang (LED) thuộc nhóm 85.41 không kết hợp các phần tử với mục đích cung cấp nguồn hoặc điều khiển nguồn; "
,(b) “Mạch điện tử tích hợp” là:
,"(i) Mạch tích hợp đơn khối trong đó các phần tử của mạch điện (đi-ốt, tranzito, điện trở, tụ điện, cuộn cảm...) được tạo (chủ yếu) trong khối đó và trên bề mặt của một vật liệu bán dẫn hoặc vật liệu bán dẫn kết hợp (ví dụ, silic đã kích tạp, gali asenua, silic-germani, indi photphua) và ở dạng liên kết chặt chẽ (không tách biệt);"
,"(ii) Mạch tích hợp lai trong đó các phần tử thụ động (điện trở, tụ điện, cuộn cảm...), được tạo thành từ công nghệ màng mỏng hoặc màng dày và các phần tử chủ động (đi-ốt, tranzito, mạch tích hợp đơn khối ...), được tạo thành nhờ công nghệ bán dẫn, các phần tử này được kết nối không tách rời, bằng việc gắn kết với nhau hoặc bằng dây liên kết, trên một tấm cách điện đơn (thủy tinh, gốm sứ...). Những mạch này cũng có thể kể cả các linh kiện bố trí riêng biệt;"
,"(iii) Mạch tích hợp đa chíp bao gồm hai hoặc nhiều mạch tích hợp đơn khối gắn với nhau không tách rời, có hoặc không gắn một hoặc nhiều tấm cách điện, có hoặc không có khung dây, nhưng không gắn phần tử mạch chủ động hoặc thụ động khác."
,"(iv) Mạch tích hợp đa thành phần (MCOs): sự kết hợp một hoặc nhiều mạch tích hợp đơn khối, lai hoặc đa chíp có ít nhất một trong những thành phần sau: cảm biến, cơ cấu chấp hành, bộ dao động, bộ cộng hưởng nền silic, hoặc kết hợp giữa chúng, hoặc các thành phần thực hiện chức năng của hàng hóa thuộc nhóm 85.32, 85.33, 85.41, hoặc cuộn cảm thuộc nhóm 85.04, được định hình với mọi mục đích thành một khối duy nhất không thể tách rời giống một bảng mạch tích hợp, như thành phần được lắp ráp trên tấm mạch in (PCB) hoặc trên vật mang khác, thông qua việc kết nối các chân cắm, dây dẫn (leads), khớp nối cầu (balls), dải nối (lands), mấu nối (bumps), hoặc đế/đệm nối (pads)."
,Theo mục đích của định nghĩa này:
,"1. “Thành phần” có thể riêng biệt, được chế tạo độc lập, sau đó được lắp ráp lên mạch tích hợp đa thành phần (MCO), hoặc được tích hợp trong những thành phần khác."
,"2. “Nền silic” nghĩa là được đặt trên một nền silic, hoặc được làm bằng vật liệu silic, hoặc được chế tạo trên khuôn mạch tích hợp (integrated circuit die)."
,"3. (a) “Cảm biến nền silic” bao gồm những cấu trúc vi điện tử hoặc cấu trúc cơ khí được chế tạo trong khối hoặc trên bề mặt bán dẫn và chúng có chức năng dò tìm đại lượng vật lý hoặc đại lượng hóa học và chuyển đổi thành những tín hiệu điện nhờ vào kết quả của sự thay đổi những thuộc tính điện hoặc sự dịch chuyển một cấu trúc cơ khí. “Đại lượng vật lý hoặc đại lượng hóa học” liên quan đến các đại lượng như áp suất, sóng âm thanh, gia tốc, rung, chuyển động, phương hướng, sức căng, cường độ từ trường, cường độ điện trường, ánh sáng, phóng xạ, độ ẩm, dòng chảy, nồng độ hóa chất..."
,(b) “Cơ cấu chấp hành nền silic” bao gồm những cấu trúc vi điện tử và cấu trúc cơ khí được chế tạo trong khối hoặc trên bề mặt chất bán dẫn và chúng có chức năng chuyển đổi tín hiệu điện thành chuyển động vật lý.
,(c) “Bộ cộng hưởng nền silic” là thành phần bao gồm những cấu trúc vi điện tử hoặc cấu trúc cơ khí được chế tạo trong khối hoặc trên bề mặt chất bán dẫn và chúng có chức năng tạo ra dao động điện hoặc dao động cơ với một tần số xác định trước phụ thuộc vào hình dạng vật lý của các cấu trúc đó để đáp ứng với một đầu vào bên ngoài.
,(d) “Bộ dao động nền silic” là thành phần chủ động bao gồm những cấu trúc vi điện tử hoặc cấu trúc cơ khí được chế tạo trong khối hoặc trên bề mặt chất bán dẫn và chúng có chức năng tạo ra sự dao động điện hoặc dao động cơ với một tần số xác định trước phụ thuộc vào hình dạng vật lý của các cấu trúc đó.
,"Để phân loại những mặt hàng được định nghĩa trong Chú giải này, các nhóm 85.41 và 85.42 được ưu tiên xem xét trước hết so với bất kỳ nhóm nào khác trong Danh mục hàng hóa, trừ các mặt hàng thuộc nhóm 85.23."
,Chú giải phân nhóm
,"1. Phân nhóm 8525.81 chỉ bao gồm camera truyền hình, camera kỹ thuật số và camera ghi hình ảnh tốc độ cao có một hoặc nhiều đặc điểm sau: "
,"- tốc độ ghi trên 0,5 mm mỗi micro giây; "
,- độ phân giải thời gian từ 50 nano giây trở xuống;
,- tốc độ khung hình trên 225.000 khung hình mỗi giây. 
,"2. Đối với phân nhóm 8525.82, camera truyền hình, camera kỹ thuật số và camera ghi hình ảnh được làm cứng bức xạ hoặc chịu bức xạ được thiết kế hoặc được che chắn để có thể hoạt động trong môi trường bức xạ cao. Các camera này được thiết kế để chịu được tổng lượng bức xạ ít nhất là 50 × 103Gy (silic) (5 × 106 RAD (silic)) mà không bị suy giảm hoạt động. "
,"3. Phân nhóm 8525.83 bao gồm camera truyền hình, camera kỹ thuật số và camera ghi hình ảnh nhìn ban đêm sử dụng một ca-tốt quang điện (photocathode) để chuyển đổi ánh sáng có sẵn thành các điện tử (electrons), có thể được khuếch đại và chuyển đổi để mang lại hình ảnh nhìn thấy được. Phân nhóm này loại trừ camera ảnh nhiệt (thường thuộc phân nhóm 8525.89). "
,"4. Phân nhóm 8527.12 chỉ gồm các loại máy cát sét có bộ khuếch đại lắp sẵn, không có loa lắp sẵn, có khả năng hoạt động không cần nguồn điện ngoài và kích thước không quá 170 mm x 100 mm x 45 mm."
,"5. Theo mục đích của phân nhóm 8549.11 đến 8549.19, “các loại pin, bộ pin và ắc qui điện đã sử dụng hết” là các loại pin và ắc qui không sử dụng được nữa do bị hỏng, bị vỡ, cắt phá, mòn hoặc do các nguyên nhân khác, cũng không có khả năng nạp lại."
8501,Động cơ điện và máy phát điện (trừ tổ máy phát điện)
850110,"- Động cơ có công suất không quá 37,5 W:"
,- - Động cơ một chiều:
,- - - Động cơ bước:
85011021,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85011022,"- - - - Loại khác, công suất không quá 5 W"
85011029,"- - - - Loại khác, .#&Động cơ bước 1 pha, model: 9IDGE-60F2P, điện áp: 110-230V/ 50-60Hz, công suất: 60W, nhãn hiệu: DKM, xuất xứ: Hàn Quốc, dùng cho máy kiểm tra độ dày SUS của sản phẩm, P307-2301-009"
85011030,- - - Động cơ hướng trục (SEN)
,- - - Loại khác:
85011041,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85011049,- - - - Loại khác
,"- - Động cơ khác, kể cả động cơ vạn năng (một chiều/xoay chiều):"
,- - - Động cơ bước:
85011051,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85011059,- - - - Loại khác
85011060,- - - Động cơ hướng trục (SEN)
,- - - Loại khác:
85011091,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85011099,- - - - Loại khác
850120,"- Động cơ vạn năng một chiều/xoay chiều có công suất trên 37,5 W:"
,- - Công suất không quá 1 kW:
85012012,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85012019,"- - - Loại khác, .#&Động cơ servo 3pha, model: SGMAV-01ANA-YR11, điện áp 200V, 0.91A, công suất: 100W. Hãng sx: YASKAWA ELECTRIC, xuất xứ: Japan, mới 100%, 5020-019660"
,- - Công suất trên 1 kW:
85012021,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85012029,"- - - Loại khác, .#&Động cơ servo 1 pha, model: HG-SR152B, điện áp: 220V/50Hz, công suất: 1.5KW, nhãn hiệu: Mitsubishi, xuất xứ: Nhật Bản, dùng cho máy kiểm tra độ dày SUS của sản phẩm, , P307-2301-004"
,"- Động cơ một chiều khác; máy phát điện một chiều, trừ máy phát quang điện:"
850131,- - Công suất không quá 750 W:
85013130,"- - - Động cơ loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85013160,- - - Động cơ dùng cho xe của Chương 87
85013170,- - - Động cơ khác
85013180,- - - Máy phát điện
850132,- - Công suất trên 750 W nhưng không quá 75 kW:
,"- - - Công suất trên 750 W nhưng không quá 37,5 kW:"
85013221,"- - - - Động cơ loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85013224,- - - - Động cơ dùng cho xe của Chương 87
85013225,- - - - Động cơ khác
85013226,- - - - Máy phát điện
,"- - - Công suất trên 37,5 kW nhưng không quá 75 kW:"
85013231,"- - - - Động cơ loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18 hoặc 84.50"
85013232,- - - - Động cơ khác
85013233,- - - - Máy phát điện
850133,- - Công suất trên 75 kW nhưng không quá 375 kW:
85013310,- - - Loại dùng cho xe của Chương 87
85013390,- - - Loại khác
85013400,- - Công suất trên 375 kW
850140,"- Động cơ xoay chiều khác, một pha: "
,- - Công suất không quá 1 kW:
85014011,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85014019,- - - Loại khác
,- - Công suất trên 1 kW:
85014021,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85014029,- - - Loại khác
,"- Động cơ xoay chiều khác, đa pha:"
850151,- - Công suất không quá 750 W:
85015111,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85015119,- - - Loại khác
850152,- - Công suất trên 750 W nhưng không quá 75 kW:
,- - - Công suất không quá 1 kW:
85015211,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85015212,- - - - Loại dùng cho xe của Chương 87
85015219,- - - - Loại khác
,"- - - Công suất trên 1 kW nhưng không quá 37,5 kW:"
85015221,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16"
85015222,- - - - Loại dùng cho xe của Chương 87
85015229,"- - - - Loại khác, .#&Bộ moto tang cuốn 11kw không bao gồm cáp, động cơ xoay chiều, 3 pha, công suất 11kW, điện áp 380v/50Hz, tải trọng : 5000kg. Hàng mới 100%"
,"- - - Công suất trên 37,5 kW nhưng không quá 75 kW:"
