,hscode,hscode_4_so,mo_ta,top_5_retrieval,check
9444,85340090,8534,"KH00061#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_BASE_LAM_LED_PCB1_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9445,85340090,8534,"KH00063#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_BASE_LAM_LED_PCB3_LH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9446,85340090,8534,"KH00063#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_BASE_LAM_LED_PCB3_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9447,85340090,8534,"KH00064#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_BASE_LAM_LED_PCB4_LH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9448,85340090,8534,"KH00064#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_BASE_LAM_LED_PCB4_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9449,85340090,8534,"KH00086#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LAM_LED_PCB1_LH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9450,85340090,8534,"KH00086#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LAM_LED_PCB1_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9451,85340090,8534,"KH00087#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LAM_LED_PCB2_LH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9452,85340090,8534,"KH00087#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LAM_LED_PCB2_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9453,85340090,8534,"KH00088#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LAM_LED_PCB3_LH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9454,85340090,8534,"KH00088#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LAM_LED_PCB3_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9455,85340090,8534,"KH00089#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LAM_LED_PCB4_LH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9456,85340090,8534,"KH00089#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LAM_LED_PCB4_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9457,85340090,8534,"KH00092#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_HIGH_LAM_LED_PCB1_LH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9458,85340090,8534,"KH00092#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_HIGH_LAM_LED_PCB1_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9459,85340090,8534,"M016011800S#&Bản mạch PCB cứng, dùng trong đèn LED ô tô, M016011800S#&VN","[98160000, 98160000, 8703, 8465, 9006]",False
9460,85340090,8534,"M016033800S#&Bản mạch PCB cứng, dùng trong đèn LED ô tô, M016033800S#&VN","[98160000, 98160000, 8703, 8465, 9006]",False
9461,85340090,8534,"DY00007#&Bản mạch in điện tử chưa gắn linh kiện, PCB; EP-T4510EXX, MRNAA049750#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9462,85340090,8534,"DY00007#&Bản mạch in điện tử chưa gắn linh kiện, EP-T4510EXX, MRNAA049750#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9463,85340090,8534,"B204003784#&Bảng mạch cứng (phải),31*31*1.6 mm, 2ozCu, 150Tg, Green Soldermask, White silkscreen(HIGHLANDER LOGO&GI) dùng để sản xuất đèn chiếu logo ô tô#&VN","[98300000, 7606, 98160000, 98160000, 9405]",False
9464,85340090,8534,"B204004937#&Bảng mạch cứng (bên trái), FR-4_2Layer, 2oz,1.6T,Tg:150, HASL,GREEN,SILK:WHITE(FORD P702), dùng trong sản xuất đèn Led ô tô#&VN","[98160000, 98160000, 3006, 8536, 98260000]",False
9465,85340090,8534,"B204004938#&Bảng mạch cứng (bên phải), FR-4_2Layer, 2oz,1.6T,Tg:150, HASL,GREEN,SILK:WHITE(FORD P702), dùng trong sản xuất đèn Led ô tô#&VN","[98160000, 98160000, 3006, 8536, 98260000]",False
9466,85340090,8534,"B204005302#&Bảng mạch điện tử, Porsche G3_SWA (WARING LAMP)#&VN","[8549, 38180000, 101, 102, 103]",False
9467,85340090,8534,"B204005303#&Bảng mạch điện tử, Porsche G3 ZB TSIG-LH#&VN","[8549, 38180000, 101, 102, 103]",False
9468,85340090,8534,"B204005304#&Bảng mạch điện tử, Porsche G3 ZB TSIG-RH#&VN","[8549, 38180000, 101, 102, 103]",False
9469,85340090,8534,"MPC0180005#&Bảng mạch cứng, model MV1_ LPL - LDM&LAM FR-4 PCB, FR-4,1.6t,2Layer,1oz, Non Pb OSP,PSR:BLACK SILK:WHITE, dùng trong sản xuất đèn Led ô tô #&VN","[3006, 86050000, 2923, 8536, 86040000]",False
9470,85340090,8534,"MPC0180021#&Bảng mạch cứng (bên trái), model MV1 STD T/SIG UPR&LWR PCB-LH, FR-4 PCB, 2-Layer, 1Oz, 1.6T, OSP,  BLACK, SILK WHITE,dùng trong sản xuất đèn Led ô tô#&VN","[98160000, 98160000, 3006, 8536, 98260000]",False
9471,85340090,8534,"MPC0180022#&Bảng mạch cứng (bên phải), model MV1 STD T/SIG UPR&LWR PCB-RH,FR-4 PCB, 2-Layer, 1Oz,1.6T,OSP,BLACK,SILK WHITE,dùng trong sản xuất đèn Led ô tô#&VN","[98160000, 98160000, 3006, 8536, 98260000]",False
9472,85340090,8534,"MPC0240001#&Bảng mạch cứng (bên trái), model MQ4 PE -OPT B/UP- LDM FR-4 PCB LH,FR-4, 1.6t, 4Layer, 1oz, OSP, PSR:WHITE, SILK:BLACK,dùng trong sản xuất đèn Led ô tô#&VN","[3006, 4103, 86050000, 2923, 8536]",False
9473,85340090,8534,"MPC0240004#&Bảng mạch cứng (bên phải), model MQ4 PE - OPT B/UP - LDM FR-4 PCB RH, FR-4, 1.6t,4Layer,1oz, OSP,PSR : WHITE, SILK:BLACK,dùng trong sản xuất đèn Led ô tô#&VN","[3006, 4103, 86050000, 2923, 8536]",False
9474,85340090,8534,"KH00085#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LDM_LH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9475,85340090,8534,"KH00085#&Bảng mạch in điện tử 1 mặt 2 lớp, NEXON DRL_PSTN&TURN_MID_LDM_RH#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9476,85340090,8534,"ST00001-1#&Bản mạch in điện tử chưa gắn linh kiện, EFL 100W PCB LS5630 16S 24P#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9477,85340090,8534,"SF00150#&Bản mạch in điện tử chưa gắn linh kiện, H_MV1_HEAD_IFS_OPT2_HPCB, M016176602S#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9478,85340090,8534,"SF00036#&Bản mạch in điện tử chưa gắn linh kiện, H_MV1_RCL_OS_LWR_TURN ECE LAM_LH , M016171200S#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9479,85340090,8534,"SF00036#&Bản mạch in điện tử chưa gắn linh kiện, H_MV1_RCL_OS_LWR_TURN ECE LAM_RH, M016171300S#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9480,85340090,8534,"SF00032#&Bản mạch in điện tử chưa gắn linh kiện, H_MV1_RCL_IS_LDM_ECE_HPCB_LH, M016170001S#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9481,85340090,8534,"SF00032#&Bản mạch in điện tử chưa gắn linh kiện, H_MV1_RCL_IS_LDM_ECE_HPCB_RH, M016170101S#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9482,85340090,8534,"SF00034#&Bản mạch in điện tử chưa gắn linh kiện, H_MV1_RCL_OS_LDM_ECE_HPCB_LH, M016170801S#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9483,85340090,8534,"SF00034#&Bản mạch in điện tử chưa gắn linh kiện, H_MV1_RCL_OS_LDM_ECE_HPCB_RH, M016170901S#&VN","[9821, 8549, 38180000, 9840, 9849]",False
9484,85340090,8534,"KH00022#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3 SUV RCL TAIL LDM&LAM A _LH, M016290800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9485,85340090,8534,"KH00022#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3 SUV RCL TAIL LDM&LAM A _RH, M016290900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9486,85340090,8534,"SM00143#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3_FL_4DR_DRL&PSTN_LDM, M016288300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9487,85340090,8534,"SM00144#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3_FL_5DR_DRL&PSTN_LDM, M016288400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9488,85340090,8534,"SM00145#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3_FL_5DR_RCL_LAM#1_LH, M016288500#&VN","[86050000, 3822, 73160000, 704, 8549]",False
9489,85340090,8534,"SM00145#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3_FL_5DR_RCL_LAM#1_RH, M016288600#&VN","[86050000, 3822, 73160000, 704, 8549]",False
9490,85340090,8534,"SM00146#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3_FL_5DR_RCL_LAM#2_LH, M016288700#&VN","[98260000, 7607, 7606, 9827, 9829]",False
9491,85340090,8534,"SM00146#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3_FL_5DR_RCL_LAM#2_RH, M016288800#&VN","[98260000, 7607, 7606, 9827, 9829]",False
9492,85340090,8534,"SM00147#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3_FL_5DR_RCL_LDM&LAM_LH, M016288900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9493,85340090,8534,"SM00147#&Bảng mạch in điện tử 1 mặt 2 lớp, AI3_FL_5DR_RCL_LDM&LAM_RH, M016289000#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9494,85340090,8534,"KH00007#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_DRL_PSTN_LAM_LH, M016283100#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9495,85340090,8534,"KH00008#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_DRL_PSTN_LAM_RH, M016283200#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9496,85340090,8534,"KH00001#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_RCL_LAM_CTR_STOP_LH, M016284400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9497,85340090,8534,"KH00001#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_RCL_LAM_CTR_STOP_RH, M016284500#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9498,85340090,8534,"KH00002#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_RCL_LAM_OS_STOP_LH, M016284800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9499,85340090,8534,"KH00002#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_RCL_LAM_OS_STOP_RH, M016284900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9500,85340090,8534,"KH00003#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_RCL_LDM_CTR_LH, M016284600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9501,85340090,8534,"KH00003#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_RCL_LDM_CTR_RH, M016284700#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9502,85340090,8534,"KH00004#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_RCL_LDM_OS_LH, M016285000#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9503,85340090,8534,"KH00004#&Bảng mạch in điện tử 1 mặt 2 lớp, BN7i_4DR_RCL_LDM_OS_RH, M016285100#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9504,85340090,8534,"KH00011#&Bảng mạch in điện tử 1 mặt 2 lớp, FIAT_RCL_TAIL_UPPER_LH, M016293100#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9505,85340090,8534,"KH00012#&Bảng mạch in điện tử 1 mặt 2 lớp, FIAT_RCL_TAIL_UPPER_RH, M016308200#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9506,85340090,8534,"KH00011#&Bảng mạch in điện tử 1 mặt 2 lớp, FIAT_RCL_T-STOP_LWR_LH, M016293200#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9507,85340090,8534,"KH00012#&Bảng mạch in điện tử 1 mặt 2 lớp, FIAT_RCL_T-STOP_LWR_RH, M016308300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9508,85340090,8534,"KH00011#&Bảng mạch in điện tử 1 mặt 2 lớp, FIAT_RCL_TURN_LH, M016293300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9509,85340090,8534,"KH00012#&Bảng mạch in điện tử 1 mặt 2 lớp, FIAT_RCL_TURN_RH, M016308400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9510,85340090,8534,"KH00016#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_OPT_B_UP_DOM&EC_LAM_LH, M016282100#&VN","[8549, 98260000, 4103, 38180000, 7607]",False
9511,85340090,8534,"KH00016#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_OPT_B_UP_DOM&EC_LAM_RH, M016282200#&VN","[8549, 98260000, 4103, 38180000, 7607]",False
9512,85340090,8534,"KH00017#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_OPT_B_UP_DOM_LDM, M016282500#&VN","[8549, 98260000, 4103, 38180000, 7607]",False
9513,85340090,8534,"KH00018#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_OPT_B_UP_GUIDE_DOM&EC_LAM_LH, M016282300#&VN","[8549, 98260000, 4103, 38180000, 7607]",False
9514,85340090,8534,"KH00018#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_OPT_B_UP_GUIDE_DOM&EC_LAM_RH, M016282400#&VN","[8549, 98260000, 4103, 38180000, 7607]",False
9515,85340090,8534,"KH00021#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_REAR_T-SIG_OPT_DOM&EC_LDM&LAM_LH, M016281700#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9516,85340090,8534,"KH00021#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_REAR_T-SIG_OPT_DOM&EC_LDM&LAM_RH, M016281800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9517,85340090,8534,"KH00020#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_REAR_T-SIG_STD_DOM&EC_LDM&LAM_LH, M016293800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9518,85340090,8534,"KH00020#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_REAR_T-SIG_STD_DOM&EC_LDM&LAM_RH, M016293900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9519,85340090,8534,"KH00019#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_STD_B_UP_DOM_LDM&LAM_LH, M016281900#&VN","[8549, 98260000, 4103, 38180000, 7607]",False
9520,85340090,8534,"KH00019#&Bảng mạch in điện tử 1 mặt 2 lớp, GN7_STD_B_UP_DOM_LDM&LAM_RH, M016282000#&VN","[8549, 98260000, 4103, 38180000, 7607]",False
9521,85340090,8534,"SM00032-02#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_DRL_PSTN_LDM_LH, M016280500#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9522,85340090,8534,"SM00032-02#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_DRL_PSTN_LDM_RH, M016280600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9523,85340090,8534,"SM00027-02#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_IS_CTR_LAM_LH, M016279500#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9524,85340090,8534,"SM00027-02#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_IS_CTR_LAM_RH, M016279600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9525,85340090,8534,"SM00029-03#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_IS_LDM_LH, M016279900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9526,85340090,8534,"SM00029-03#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_IS_LDM_RH, M016280000#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9527,85340090,8534,"SM00026-03#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_IS_R_FOG_LDM_LH, M016279300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9528,85340090,8534,"SM00028-02#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_IS_SIDE_TAIL_LAM_LH, M016279700#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9529,85340090,8534,"KH00074#&Bảng mạch in điện tử 1 mặt 2 lớp, PRIMAVERA_REAR BLK_LED_PBL2213_LH, M016321900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9530,85340090,8534,"KH00074#&Bảng mạch in điện tử 1 mặt 2 lớp, PRIMAVERA_REAR BLK_LED_PBL2213_RH, M016322000#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9531,85340090,8534,"SM00028-02#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_IS_SIDE_TAIL_LAM_RH, M016279800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9532,85340090,8534,"SM00072-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXI_DRL_PSTN_LAM_RH, M016176400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9533,85340090,8534,"SM00118-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LAM_IS_TAIL_LH, M016280900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9534,85340090,8534,"SM00031-02#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_OS_SIDE_LDM_LH, M016280300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9535,85340090,8534,"SM00118-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LAM_IS_TAIL_RH, M016281000#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9536,85340090,8534,"SM00031-02#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_OS_SIDE_LDM_RH, M016280400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9537,85340090,8534,"SM00030-03#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_OS_TAIL_STOP_LDM_LH, M016280100#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9538,85340090,8534,"SM00030-03#&Bảng mạch in điện tử 1 mặt 2 lớp, HCi_PE_RCL_OS_TAIL_STOP_LDM_RH, M016280200#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9539,85340090,8534,"SM00014-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_DRL_PSTN_LAM_LH, M016238800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9540,85340090,8534,"SM00015-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_DRL_PSTN_LAM_RH, M016238900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9541,85340090,8534,"SM00001-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_IS_LDM_LH, M016239200#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9542,85340090,8534,"SM00001-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_IS_LDM_RH, M016239300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9543,85340090,8534,"SM00003-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_IS_TAIL_LAM_LH, M016239600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9544,85340090,8534,"SM00003-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_IS_TAIL_LAM_RH, M016239700#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9545,85340090,8534,"SM00002-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_IS_TAIL_STOP_LAM_LH, M016239400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9546,85340090,8534,"SM00002-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_IS_TAIL_STOP_LAM_RH, M016239500#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9547,85340090,8534,"SM00008-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_LAM_OS_TURN_LH, M016278200#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9548,85340090,8534,"SM00008-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_LAM_OS_TURN_RH, M016278300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9549,85340090,8534,"SM00005-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_OS_CORN_LDM_LH, M016240000#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9550,85340090,8534,"SM00005-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_OS_CORN_LDM_RH, M016240100#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9551,85340090,8534,"SM00006-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_OS_TAIL_LAM_LH, M016240200#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9552,85340090,8534,"SM00006-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_OS_TAIL_LAM_RH, M016240300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9553,85340090,8534,"SM00004-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_OS_TAIL_STOP_LDM_LH, M016239800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9554,85340090,8534,"SM00004-02#&Bảng mạch in điện tử 1 mặt 2 lớp, KY_RCL_OS_TAIL_STOP_LDM_RH, M016239900#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9555,85340090,8534,"KH00072#&Bảng mạch in điện tử 1 mặt 2 lớp, PRIMAVERA_FRONT BLK_DRIVER_PFPL2214_LDM_LH, M016321500#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9556,85340090,8534,"KH00072#&Bảng mạch in điện tử 1 mặt 2 lớp, PRIMAVERA_FRONT BLK_DRIVER_PFPL2214_LDM_RH, M016321600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9557,85340090,8534,"KH00073#&Bảng mạch in điện tử 1 mặt 2 lớp, PRIMAVERA_FRONT BLK_LED_PFPL2214_LAM_LH, M016321700#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9558,85340090,8534,"KH00073#&Bảng mạch in điện tử 1 mặt 2 lớp, PRIMAVERA_FRONT BLK_LED_PFPL2214_LAM_RH, M016321800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9559,85340090,8534,"SM00122-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LAM_OS_TAIL_INR_LH, M016281300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9560,85340090,8534,"SM00122-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LAM_OS_TAIL_INR_RH, M016281400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9561,85340090,8534,"SM00121-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LAM_OS_TAIL_OTR_LH, M016281500#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9562,85340090,8534,"SM00121-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LAM_OS_TAIL_OTR_RH, M016281600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9563,85340090,8534,"SM00119-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LDM_IS_STOP_LH, M016280700#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9564,85340090,8534,"SM00119-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LDM_IS_STOP_RH, M016280800#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9565,85340090,8534,"SM00120-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LDM_OS_STOP_LH, M016281100#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9566,85340090,8534,"SM00120-02#&Bảng mạch in điện tử 1 mặt 2 lớp, QXi_FL_RCL_LDM_OS_STOP_RH, M016281200#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9567,85340090,8534,"SM00067#&Bảng mạch in điện tử 1 mặt 2 lớp, QXI_RCL_LDM, M016175300#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9568,85340090,8534,"SM00069#&Bảng mạch in điện tử 1 mặt 2 lớp, QXI_RCL_T_STOP_LWR_LAM_LH, M016175600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9569,85340090,8534,"SM00069#&Bảng mạch in điện tử 1 mặt 2 lớp, QXI_RCL_T_STOP_LWR_LAM_RH, M016175700#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9570,85340090,8534,"SM00068#&Bảng mạch in điện tử 1 mặt 2 lớp, QXI_RCL_T_STOP_UPR_LAM_LH, M016175400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9571,85340090,8534,"SM00068#&Bảng mạch in điện tử 1 mặt 2 lớp, QXI_RCL_T_STOP_UPR_LAM_RH, M016175500#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9572,85340090,8534,"SM00114#&Bảng mạch in điện tử 1 mặt 2 lớp, S201_DRL_LDM, M016191000#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9573,85340090,8534,"SM00115#&Bảng mạch in điện tử 1 mặt 2 lớp, S201_RCL_FENDER_LDM_LH, M016152600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9574,85340090,8534,"SM00115#&Bảng mạch in điện tử 1 mặt 2 lớp, S201_RCL_FENDER_LDM_RH, M016152700#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9575,85340090,8534,"SM00116#&Bảng mạch in điện tử 1 mặt 2 lớp, S201_RCL_TRUNK_LDM_LH, M016152400#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9576,85340090,8534,"SM00116#&Bảng mạch in điện tử 1 mặt 2 lớp, S201_RCL_TRUNK_LDM_RH, M016152500#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
9577,85340090,8534,"SM00117#&Bảng mạch in điện tử 1 mặt 2 lớp, S201_RCL_TRUNK_W2_LDM_LH, M016200600#&VN","[8549, 98260000, 38180000, 7607, 3702]",False
